,Units,scenario,region,fuel,Year,value
276,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,d biomass,2035,4.06267964
277,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,d biomass,2040,4.284056479999999
278,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,d biomass,2045,4.6375177500000015
279,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,d biomass,2050,4.9089328
280,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,d biomass,2055,5.010519720000002
281,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,d biomass,2060,4.94343403
282,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,d biomass,2065,4.821255329
283,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,d biomass,2070,4.660738423000001
284,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,d biomass,2075,4.5009383099999996
285,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,d biomass,2080,4.360186069999999
286,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,d biomass,2085,4.23450981
287,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,d biomass,2090,4.128225770000001
288,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,d biomass,2095,4.04307734
289,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,d biomass,2100,3.9508830999999995
290,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,e nuclear,1990,0.0319371146433213
291,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,e nuclear,2005,0.0942737056122957
292,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,e nuclear,2010,0.121125326534603
293,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,e nuclear,2015,0.1249885894099
294,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,e nuclear,2020,0.1311594227820968
295,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,e nuclear,2025,0.1471341981871126
296,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,e nuclear,2030,0.16632294758297678
297,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,e nuclear,2035,0.18981286104053788
298,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,e nuclear,2040,0.2160112139594533
299,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,e nuclear,2045,0.24158179348389516
300,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,e nuclear,2050,0.2683046914583387
301,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,e nuclear,2055,0.29417228192887257
302,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,e nuclear,2060,0.3225091742842084
303,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,e nuclear,2065,0.3586076008276242
304,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,e nuclear,2070,0.3957996157533575
305,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,e nuclear,2075,0.4280916286477355
306,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,e nuclear,2080,0.4485859533141579
307,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,e nuclear,2085,0.465772605854929
308,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,e nuclear,2090,0.4774516064593606
309,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,e nuclear,2095,0.48555231892336825
310,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,e nuclear,2100,0.48647730289608493
311,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,f hydro,1990,2.9521057876065058
312,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,f hydro,2005,3.2277317454511576
313,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,f hydro,2010,3.3628127578168434
314,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,f hydro,2015,3.0525954672823947
315,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,f hydro,2020,2.951640323801996
316,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,f hydro,2025,2.9282923507524274
317,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,f hydro,2030,2.910343818300549
318,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,f hydro,2035,2.894741610369525
319,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,f hydro,2040,2.8913470983303973
320,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,f hydro,2045,2.904403804825592
321,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,f hydro,2050,2.9277953029633728
322,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,f hydro,2055,2.9596343293058838
323,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,f hydro,2060,2.993810912418545
324,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,f hydro,2065,3.00963211907694
325,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,f hydro,2070,3.041795684518167
326,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,f hydro,2075,3.082125460572515
327,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,f hydro,2080,3.111020810373253
328,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,f hydro,2085,3.153168228852377
329,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,f hydro,2090,3.202075117819304
330,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,f hydro,2095,3.254306913553308
331,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,f hydro,2100,3.310374726188177
332,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,g wind,2005,0.0008896461362092
333,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,g wind,2010,0.0181566966158393
334,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,g wind,2015,0.1834536641076306
335,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,g wind,2020,0.4291573067852512
336,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,g wind,2025,0.696105444820109
337,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,g wind,2030,1.0024981563015365
338,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,g wind,2035,1.355117896014336
339,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,g wind,2040,1.7239653958088668
340,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,g wind,2045,1.939226297535305
341,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,g wind,2050,2.0862814390332236
342,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,g wind,2055,2.2158399178593915
343,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,g wind,2060,2.3355418190863118
344,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,g wind,2065,2.4929241149667325
345,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,g wind,2070,2.63429979485786
346,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,g wind,2075,2.765795494794881
347,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,g wind,2080,2.904728876952671
348,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,g wind,2085,3.025376743707054
349,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,g wind,2090,3.098431636076038
350,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,g wind,2095,3.1212725875920864
351,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,g wind,2100,3.1204991340075887
352,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,h solar,2015,0.0005004972424165
353,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,h solar,2020,0.06166743865405317
354,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,h solar,2025,0.30740433612169266
355,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,h solar,2030,0.6837043960666402
356,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,h solar,2035,1.0586694535524022
357,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,h solar,2040,1.4030494698887659
358,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,h solar,2045,1.6938948923852541
359,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,h solar,2050,1.9522796222418592
360,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,h solar,2055,2.1601614835494543
361,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,h solar,2060,2.3303039981481
362,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,h solar,2065,2.4705550989128886
363,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,h solar,2070,2.5670901198484075
364,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,h solar,2075,2.6563159479072387
365,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,h solar,2080,2.73425371541873
366,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,h solar,2085,2.8007331734413463
367,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,h solar,2090,2.852427124908202
368,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,h solar,2095,2.8783984801320885
369,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,h solar,2100,2.8966737978926673
370,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,i geothermal,2020,0.0244378352386737
371,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,i geothermal,2025,0.0643860500117818
372,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,i geothermal,2030,0.11777143051612929
373,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,i geothermal,2035,0.181469174478955
374,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,i geothermal,2040,0.2474158637267901
375,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,i geothermal,2045,0.3074496359674621
376,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,i geothermal,2050,0.3449212089869784
377,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,i geothermal,2055,0.36814250159388767
378,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,i geothermal,2060,0.3833135748274339
379,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,i geothermal,2065,0.40155548514513495
380,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,i geothermal,2070,0.4169902031508255
381,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,i geothermal,2075,0.43448675844902473
382,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,i geothermal,2080,0.4536299660065971
383,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,i geothermal,2085,0.4708205293769502
384,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,i geothermal,2090,0.48255790531299403
385,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,i geothermal,2095,0.4868069305349837
386,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,i geothermal,2100,0.48815634465896934
387,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,j traditional biomass,1990,0.3333316
388,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,j traditional biomass,2005,0.344717
389,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,j traditional biomass,2010,0.3045737
390,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,j traditional biomass,2015,0.2651408
391,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,j traditional biomass,2020,0.23604909999999998
392,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,j traditional biomass,2025,0.209271
393,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,j traditional biomass,2030,0.1813822
394,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,j traditional biomass,2035,0.1594797
395,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,j traditional biomass,2040,0.1419812
396,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,j traditional biomass,2045,0.1253048
397,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,j traditional biomass,2050,0.11151849999999999
398,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,j traditional biomass,2055,0.0977422
399,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,j traditional biomass,2060,0.08440504
400,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,j traditional biomass,2065,0.0730422
401,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,j traditional biomass,2070,0.0626211
402,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,j traditional biomass,2075,0.05308427
403,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,j traditional biomass,2080,0.045031260000000004
404,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,j traditional biomass,2085,0.03800598
405,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,j traditional biomass,2090,0.031840099999999996
406,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,j traditional biomass,2095,0.02646719
407,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,j traditional biomass,2100,0.022130149999999998
408,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,a oil,1990,5.20491
409,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,a oil,2005,14.47367
410,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,a oil,2010,19.82884
411,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,a oil,2015,24.49077
412,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,a oil,2020,30.42575
413,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,a oil,2025,33.473530000000004
414,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,a oil,2030,35.36157
415,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,a oil,2035,36.3009
416,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,a oil,2040,36.3077
417,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,a oil,2045,35.2391
418,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,a oil,2050,33.5991
419,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,a oil,2055,32.1748
420,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,a oil,2060,31.2692
421,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,a oil,2065,30.4658
422,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,a oil,2070,29.9765
423,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,a oil,2075,29.4032
424,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,a oil,2080,28.9678
425,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,a oil,2085,28.4925
426,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,a oil,2090,27.9839
427,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,a oil,2095,27.4911
428,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,a oil,2100,27.0191
429,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,b natural gas,1975,0.30390406000000003
430,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,b natural gas,1990,0.475348
431,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,b natural gas,2005,1.49764
432,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,b natural gas,2010,4.310679
433,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,b natural gas,2015,6.47609
434,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,b natural gas,2020,8.39621
435,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,b natural gas,2025,9.97339
436,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,b natural gas,2030,11.926400000000001
437,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,b natural gas,2035,13.37014
438,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,b natural gas,2040,14.187610000000001
439,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,b natural gas,2045,15.01415
440,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,b natural gas,2050,15.368559999999999
441,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,b natural gas,2055,15.608070000000001
442,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,b natural gas,2060,15.910979999999999
443,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,b natural gas,2065,15.96062
444,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,b natural gas,2070,15.87061
445,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,b natural gas,2075,15.95512
446,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,b natural gas,2080,16.08565
447,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,b natural gas,2085,16.15617
448,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,b natural gas,2090,16.33464
449,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,b natural gas,2095,16.7329
450,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,b natural gas,2100,18.25365
451,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,c coal,1975,5.41017
452,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,c coal,1990,21.0222
453,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,c coal,2005,51.768668
454,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,c coal,2010,73.46026
455,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,c coal,2015,83.37547
456,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,c coal,2020,99.99340000000001
457,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,c coal,2025,109.03150000000001
458,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,c coal,2030,112.1503
459,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,c coal,2035,111.52420000000001
460,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,c coal,2040,109.6708
461,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,c coal,2045,106.813
462,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,c coal,2050,102.8597
463,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,c coal,2055,98.36099999999999
464,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,c coal,2060,93.583
465,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,c coal,2065,89.2264
466,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,c coal,2070,85.3959
467,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,c coal,2075,80.4726
468,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,c coal,2080,69.987
469,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,c coal,2085,61.636799999999994
470,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,c coal,2090,55.0656
471,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,c coal,2095,49.6849
472,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,c coal,2100,44.6378
473,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,d biomass,1975,1.97e-05
474,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,d biomass,1990,0.000705038
475,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,d biomass,2005,0.31870259999999995
476,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,d biomass,2010,1.003763
477,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,d biomass,2015,1.4925867
478,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,d biomass,2020,2.8006631
479,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,d biomass,2025,5.77486624
480,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,d biomass,2030,8.698477600000004
481,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,d biomass,2035,11.5116081
482,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,d biomass,2040,14.259771
483,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,d biomass,2045,17.182881820000002
484,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,d biomass,2050,19.20064007
485,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,d biomass,2055,20.16671896
486,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,d biomass,2060,19.99164376
487,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,d biomass,2065,19.27251768
488,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,d biomass,2070,18.107153397999998
489,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,d biomass,2075,16.854671920000012
490,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,d biomass,2080,16.044667344
491,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,d biomass,2085,15.18757829
492,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,d biomass,2090,14.274159369999998
493,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,d biomass,2095,13.255907329999998
494,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,d biomass,2100,11.712783162000001
495,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,e nuclear,2005,0.6272592202328056
496,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,e nuclear,2010,0.7790549014339289
497,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,e nuclear,2015,1.7256503800510512
498,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,e nuclear,2020,3.0400805276779668
499,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,e nuclear,2025,4.632825493900323
500,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,e nuclear,2030,6.075098979271788
501,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,e nuclear,2035,7.2963648098807425
502,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,e nuclear,2040,8.491811337698307
503,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,e nuclear,2045,9.863347057754076
504,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,e nuclear,2050,10.952376350596268
505,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,e nuclear,2055,11.904111174248262
506,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,e nuclear,2060,12.629161568159068
507,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,e nuclear,2065,13.173514555417931
508,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,e nuclear,2070,13.590043184697064
509,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,e nuclear,2075,13.948066059538842
510,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,e nuclear,2080,13.774849472134427
511,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,e nuclear,2085,13.189717821767621
512,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,e nuclear,2090,12.428523937752939
513,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,e nuclear,2095,11.61151820167347
514,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,e nuclear,2100,10.701336693930136
515,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,f hydro,1990,1.5249792408292242
516,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,f hydro,2005,4.692195095120249
517,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,f hydro,2010,7.5031420082874
518,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,f hydro,2015,11.269771169535916
519,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,f hydro,2020,10.890414236611486
520,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,f hydro,2025,10.61672481327111
521,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,f hydro,2030,10.40818266472597
522,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,f hydro,2035,10.22770023783556
523,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,f hydro,2040,10.045952173103815
524,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,f hydro,2045,9.841048217640092
525,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,f hydro,2050,9.650852218459208
526,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,f hydro,2055,9.469151824314284
527,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,f hydro,2060,9.317203365304191
528,EJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,f hydro,2065,9.212101489169472
