,Units,scenario,region,sector,subsector,technology,Year,value
118,1990$/pass-km,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",Africa_Western,trn_pass,Domestic Aviation,Liquids,2095,0.0955425
119,1990$/pass-km,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",Africa_Western,trn_pass,Domestic Aviation,Liquids,2100,0.0952646
120,1990$/pass-km,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",Africa_Western,trn_pass,HSR,Electric,2005,0.283675
121,1990$/pass-km,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",Africa_Western,trn_pass,HSR,Electric,2010,0.286983
122,1990$/pass-km,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",Africa_Western,trn_pass,HSR,Electric,2015,0.286154
123,1990$/pass-km,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",Africa_Western,trn_pass,HSR,Electric,2020,0.285555
124,1990$/pass-km,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",Africa_Western,trn_pass,HSR,Electric,2025,0.269979
125,1990$/pass-km,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",Africa_Western,trn_pass,HSR,Electric,2030,0.254312
126,1990$/pass-km,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",Africa_Western,trn_pass,HSR,Electric,2035,0.238838
127,1990$/pass-km,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",Africa_Western,trn_pass,HSR,Electric,2040,0.238695
128,1990$/pass-km,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",Africa_Western,trn_pass,HSR,Electric,2045,0.238498
129,1990$/pass-km,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",Africa_Western,trn_pass,HSR,Electric,2050,0.238496
130,1990$/pass-km,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",Africa_Western,trn_pass,HSR,Electric,2055,0.238583
131,1990$/pass-km,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",Africa_Western,trn_pass,HSR,Electric,2060,0.238577
132,1990$/pass-km,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",Africa_Western,trn_pass,HSR,Electric,2065,0.238562
133,1990$/pass-km,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",Africa_Western,trn_pass,HSR,Electric,2070,0.238442
134,1990$/pass-km,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",Africa_Western,trn_pass,HSR,Electric,2075,0.238319
135,1990$/pass-km,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",Africa_Western,trn_pass,HSR,Electric,2080,0.238207
136,1990$/pass-km,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",Africa_Western,trn_pass,HSR,Electric,2085,0.238173
137,1990$/pass-km,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",Africa_Western,trn_pass,HSR,Electric,2090,0.238119
138,1990$/pass-km,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",Africa_Western,trn_pass,HSR,Electric,2095,0.238121
139,1990$/pass-km,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",Africa_Western,trn_pass,HSR,Electric,2100,0.238149
140,1990$/pass-km,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",Africa_Western,trn_pass,Passenger Rail,Electric,2005,0.0156042
141,1990$/pass-km,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",Africa_Western,trn_pass,Passenger Rail,Electric,2010,0.0173888
142,1990$/pass-km,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",Africa_Western,trn_pass,Passenger Rail,Electric,2015,0.0169304
143,1990$/pass-km,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",Africa_Western,trn_pass,Passenger Rail,Electric,2020,0.0165977
144,1990$/pass-km,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",Africa_Western,trn_pass,Passenger Rail,Electric,2025,0.0164035
145,1990$/pass-km,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",Africa_Western,trn_pass,Passenger Rail,Electric,2030,0.0161601
146,1990$/pass-km,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",Africa_Western,trn_pass,Passenger Rail,Electric,2035,0.0160208
147,1990$/pass-km,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",Africa_Western,trn_pass,Passenger Rail,Electric,2040,0.015943
148,1990$/pass-km,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",Africa_Western,trn_pass,Passenger Rail,Electric,2045,0.0158365
149,1990$/pass-km,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",Africa_Western,trn_pass,Passenger Rail,Electric,2050,0.0158344
150,1990$/pass-km,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",Africa_Western,trn_pass,Passenger Rail,Electric,2055,0.0158802
151,1990$/pass-km,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",Africa_Western,trn_pass,Passenger Rail,Electric,2060,0.0158768
152,1990$/pass-km,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",Africa_Western,trn_pass,Passenger Rail,Electric,2065,0.0158679
153,1990$/pass-km,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",Africa_Western,trn_pass,Passenger Rail,Electric,2070,0.0158023
154,1990$/pass-km,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",Africa_Western,trn_pass,Passenger Rail,Electric,2075,0.0157352
155,1990$/pass-km,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",Africa_Western,trn_pass,Passenger Rail,Electric,2080,0.0156742
156,1990$/pass-km,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",Africa_Western,trn_pass,Passenger Rail,Electric,2085,0.0156556
157,1990$/pass-km,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",Africa_Western,trn_pass,Passenger Rail,Electric,2090,0.0156253
158,1990$/pass-km,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",Africa_Western,trn_pass,Passenger Rail,Electric,2095,0.015626
159,1990$/pass-km,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",Africa_Western,trn_pass,Passenger Rail,Electric,2100,0.0156413
160,1990$/pass-km,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",Africa_Western,trn_pass,Passenger Rail,Liquids,2005,0.0136865
161,1990$/pass-km,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",Africa_Western,trn_pass,Passenger Rail,Liquids,2010,0.0162508
162,1990$/pass-km,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",Africa_Western,trn_pass,Passenger Rail,Liquids,2015,0.0169234
163,1990$/pass-km,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",Africa_Western,trn_pass,Passenger Rail,Liquids,2020,0.0175149
164,1990$/pass-km,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",Africa_Western,trn_pass,Passenger Rail,Liquids,2025,0.0176084
165,1990$/pass-km,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",Africa_Western,trn_pass,Passenger Rail,Liquids,2030,0.0176656
166,1990$/pass-km,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",Africa_Western,trn_pass,Passenger Rail,Liquids,2035,0.0176032
167,1990$/pass-km,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",Africa_Western,trn_pass,Passenger Rail,Liquids,2040,0.0177412
168,1990$/pass-km,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",Africa_Western,trn_pass,Passenger Rail,Liquids,2045,0.0177753
169,1990$/pass-km,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",Africa_Western,trn_pass,Passenger Rail,Liquids,2050,0.0177762
170,1990$/pass-km,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",Africa_Western,trn_pass,Passenger Rail,Liquids,2055,0.0178002
171,1990$/pass-km,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",Africa_Western,trn_pass,Passenger Rail,Liquids,2060,0.0177961
172,1990$/pass-km,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",Africa_Western,trn_pass,Passenger Rail,Liquids,2065,0.0178379
