,Units,scenario,region,sector,subsector,technology,Year,value
4089,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",South Asia,trn_pass_road_LDV_4W,Large Car and Truck,NG,2050,0.229396
4090,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",South Asia,trn_pass_road_LDV_4W,Large Car and Truck,NG,2055,0.230192
4091,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",South Asia,trn_pass_road_LDV_4W,Large Car and Truck,NG,2060,0.23102899999999998
4092,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",South Asia,trn_pass_road_LDV_4W,Large Car and Truck,NG,2065,0.232333
4093,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",South Asia,trn_pass_road_LDV_4W,Large Car and Truck,NG,2070,0.23423100000000002
4094,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",South Asia,trn_pass_road_LDV_4W,Large Car and Truck,NG,2075,0.236118
4095,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",South Asia,trn_pass_road_LDV_4W,Large Car and Truck,NG,2080,0.237825
4096,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",South Asia,trn_pass_road_LDV_4W,Large Car and Truck,NG,2085,0.239627
4097,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",South Asia,trn_pass_road_LDV_4W,Large Car and Truck,NG,2090,0.241884
4098,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",South Asia,trn_pass_road_LDV_4W,Large Car and Truck,NG,2095,0.244879
4099,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",South Asia,trn_pass_road_LDV_4W,Large Car and Truck,NG,2100,0.24888100000000002
4100,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",South Asia,trn_pass_road_LDV_4W,Mini Car,BEV,2005,0.12064430000000001
4101,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",South Asia,trn_pass_road_LDV_4W,Mini Car,BEV,2010,0.129025
4102,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",South Asia,trn_pass_road_LDV_4W,Mini Car,BEV,2015,0.1324197
4103,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",South Asia,trn_pass_road_LDV_4W,Mini Car,BEV,2020,0.1401676
4104,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",South Asia,trn_pass_road_LDV_4W,Mini Car,BEV,2025,0.13230799999999998
4105,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",South Asia,trn_pass_road_LDV_4W,Mini Car,BEV,2030,0.12505919999999998
4106,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",South Asia,trn_pass_road_LDV_4W,Mini Car,BEV,2035,0.1292497
4107,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",South Asia,trn_pass_road_LDV_4W,Mini Car,BEV,2040,0.13485930000000002
4108,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",South Asia,trn_pass_road_LDV_4W,Mini Car,BEV,2045,0.1397381
4109,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",South Asia,trn_pass_road_LDV_4W,Mini Car,BEV,2050,0.14571060000000002
4110,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",South Asia,trn_pass_road_LDV_4W,Mini Car,BEV,2055,0.1450279
4111,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",South Asia,trn_pass_road_LDV_4W,Mini Car,BEV,2060,0.14447169999999998
4112,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",South Asia,trn_pass_road_LDV_4W,Mini Car,BEV,2065,0.1440188
4113,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",South Asia,trn_pass_road_LDV_4W,Mini Car,BEV,2070,0.143716
4114,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",South Asia,trn_pass_road_LDV_4W,Mini Car,BEV,2075,0.143452
4115,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",South Asia,trn_pass_road_LDV_4W,Mini Car,BEV,2080,0.14326
4116,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",South Asia,trn_pass_road_LDV_4W,Mini Car,BEV,2085,0.14310089999999998
4117,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",South Asia,trn_pass_road_LDV_4W,Mini Car,BEV,2090,0.14295750000000002
4118,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",South Asia,trn_pass_road_LDV_4W,Mini Car,BEV,2095,0.142824
4119,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",South Asia,trn_pass_road_LDV_4W,Mini Car,BEV,2100,0.142732
4120,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",South Asia,trn_pass_road_LDV_4W,Mini Car,FCEV,2005,0.16592
4121,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",South Asia,trn_pass_road_LDV_4W,Mini Car,FCEV,2010,0.1710656
4122,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",South Asia,trn_pass_road_LDV_4W,Mini Car,FCEV,2015,0.1756486
4123,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",South Asia,trn_pass_road_LDV_4W,Mini Car,FCEV,2020,0.20574
4124,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",South Asia,trn_pass_road_LDV_4W,Mini Car,FCEV,2025,0.1858078
4125,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",South Asia,trn_pass_road_LDV_4W,Mini Car,FCEV,2030,0.16401880000000002
4126,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",South Asia,trn_pass_road_LDV_4W,Mini Car,FCEV,2035,0.1691752
4127,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",South Asia,trn_pass_road_LDV_4W,Mini Car,FCEV,2040,0.1717856
4128,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",South Asia,trn_pass_road_LDV_4W,Mini Car,FCEV,2045,0.1734197
4129,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",South Asia,trn_pass_road_LDV_4W,Mini Car,FCEV,2050,0.1758603
4130,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",South Asia,trn_pass_road_LDV_4W,Mini Car,FCEV,2055,0.17520180000000002
4131,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",South Asia,trn_pass_road_LDV_4W,Mini Car,FCEV,2060,0.1744984
4132,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",South Asia,trn_pass_road_LDV_4W,Mini Car,FCEV,2065,0.1738959
4133,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",South Asia,trn_pass_road_LDV_4W,Mini Car,FCEV,2070,0.1733805
4134,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",South Asia,trn_pass_road_LDV_4W,Mini Car,FCEV,2075,0.1728211
4135,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",South Asia,trn_pass_road_LDV_4W,Mini Car,FCEV,2080,0.1722216
4136,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",South Asia,trn_pass_road_LDV_4W,Mini Car,FCEV,2085,0.1716637
4137,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",South Asia,trn_pass_road_LDV_4W,Mini Car,FCEV,2090,0.1709791
4138,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",South Asia,trn_pass_road_LDV_4W,Mini Car,FCEV,2095,0.1702593
4139,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",South Asia,trn_pass_road_LDV_4W,Mini Car,FCEV,2100,0.1700651
4140,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",South Asia,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,2005,0.0905609
4141,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",South Asia,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,2010,0.1001562
4142,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",South Asia,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,2015,0.10448070000000001
4143,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",South Asia,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,2020,0.106041
4144,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",South Asia,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,2025,0.11179929999999999
4145,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",South Asia,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,2030,0.11759620000000001
4146,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",South Asia,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,2035,0.12149750000000001
4147,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",South Asia,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,2040,0.1268026
4148,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",South Asia,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,2045,0.1316008
4149,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",South Asia,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,2050,0.13663540000000002
4150,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",South Asia,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,2055,0.135993
4151,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",South Asia,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,2060,0.13625199999999998
4152,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",South Asia,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,2065,0.1371387
4153,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",South Asia,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,2070,0.13939469999999998
4154,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",South Asia,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,2075,0.1412297
4155,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",South Asia,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,2080,0.1426628
4156,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",South Asia,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,2085,0.14447690000000002
4157,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",South Asia,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,2090,0.1466153
4158,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",South Asia,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,2095,0.1490297
4159,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",South Asia,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,2100,0.1529506
4160,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",South Asia,trn_pass_road_LDV_4W,Mini Car,Liquids,2005,0.0757301
4161,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",South Asia,trn_pass_road_LDV_4W,Mini Car,Liquids,2010,0.0877261
4162,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",South Asia,trn_pass_road_LDV_4W,Mini Car,Liquids,2015,0.0927207
4163,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",South Asia,trn_pass_road_LDV_4W,Mini Car,Liquids,2020,0.0745844
4164,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",South Asia,trn_pass_road_LDV_4W,Mini Car,Liquids,2025,0.080572
4165,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",South Asia,trn_pass_road_LDV_4W,Mini Car,Liquids,2030,0.0862082
4166,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",South Asia,trn_pass_road_LDV_4W,Mini Car,Liquids,2035,0.0890302
4167,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",South Asia,trn_pass_road_LDV_4W,Mini Car,Liquids,2040,0.0928422
4168,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",South Asia,trn_pass_road_LDV_4W,Mini Car,Liquids,2045,0.09598609999999999
4169,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",South Asia,trn_pass_road_LDV_4W,Mini Car,Liquids,2050,0.0990692
4170,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",South Asia,trn_pass_road_LDV_4W,Mini Car,Liquids,2055,0.0992017
4171,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",South Asia,trn_pass_road_LDV_4W,Mini Car,Liquids,2060,0.1002564
4172,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",South Asia,trn_pass_road_LDV_4W,Mini Car,Liquids,2065,0.1021436
4173,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",South Asia,trn_pass_road_LDV_4W,Mini Car,Liquids,2070,0.10548740000000001
4174,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",South Asia,trn_pass_road_LDV_4W,Mini Car,Liquids,2075,0.1083359
4175,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",South Asia,trn_pass_road_LDV_4W,Mini Car,Liquids,2080,0.11082739999999999
4176,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",South Asia,trn_pass_road_LDV_4W,Mini Car,Liquids,2085,0.1136346
4177,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",South Asia,trn_pass_road_LDV_4W,Mini Car,Liquids,2090,0.11680070000000001
4178,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",South Asia,trn_pass_road_LDV_4W,Mini Car,Liquids,2095,0.1203824
4179,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",South Asia,trn_pass_road_LDV_4W,Mini Car,Liquids,2100,0.1248467
4180,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",South Asia,trn_pass_road_LDV_4W,Mini Car,NG,2005,0.0790467
4181,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",South Asia,trn_pass_road_LDV_4W,Mini Car,NG,2010,0.08514669999999999
4182,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",South Asia,trn_pass_road_LDV_4W,Mini Car,NG,2015,0.08883540000000001
4183,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",South Asia,trn_pass_road_LDV_4W,Mini Car,NG,2020,0.1046596
4184,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",South Asia,trn_pass_road_LDV_4W,Mini Car,NG,2025,0.1113246
4185,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",South Asia,trn_pass_road_LDV_4W,Mini Car,NG,2030,0.11793819999999999
4186,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",South Asia,trn_pass_road_LDV_4W,Mini Car,NG,2035,0.1228939
4187,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",South Asia,trn_pass_road_LDV_4W,Mini Car,NG,2040,0.1284032
4188,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",South Asia,trn_pass_road_LDV_4W,Mini Car,NG,2045,0.13317800000000002
4189,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",South Asia,trn_pass_road_LDV_4W,Mini Car,NG,2050,0.1388975
4190,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",South Asia,trn_pass_road_LDV_4W,Mini Car,NG,2055,0.1395726
4191,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",South Asia,trn_pass_road_LDV_4W,Mini Car,NG,2060,0.1402836
4192,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",South Asia,trn_pass_road_LDV_4W,Mini Car,NG,2065,0.14139069999999998
4193,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",South Asia,trn_pass_road_LDV_4W,Mini Car,NG,2070,0.1430027
4194,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",South Asia,trn_pass_road_LDV_4W,Mini Car,NG,2075,0.1446045
4195,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",South Asia,trn_pass_road_LDV_4W,Mini Car,NG,2080,0.14605400000000002
4196,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",South Asia,trn_pass_road_LDV_4W,Mini Car,NG,2085,0.14758359999999998
4197,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",South Asia,trn_pass_road_LDV_4W,Mini Car,NG,2090,0.14949980000000002
4198,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",South Asia,trn_pass_road_LDV_4W,Mini Car,NG,2095,0.1520413
4199,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",South Asia,trn_pass_road_LDV_4W,Mini Car,NG,2100,0.1554393
4200,1990$/ton-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_freight,Domestic Ship,BEV,2005,0.0151439
4201,1990$/ton-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_freight,Domestic Ship,BEV,2010,0.0165598
4202,1990$/ton-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_freight,Domestic Ship,BEV,2015,0.0162036
4203,1990$/ton-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_freight,Domestic Ship,BEV,2020,0.0158729
4204,1990$/ton-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_freight,Domestic Ship,BEV,2025,0.0160879
4205,1990$/ton-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_freight,Domestic Ship,BEV,2030,0.0127737
4206,1990$/ton-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_freight,Domestic Ship,BEV,2035,0.00913822
4207,1990$/ton-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_freight,Domestic Ship,BEV,2040,0.00901855
4208,1990$/ton-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_freight,Domestic Ship,BEV,2045,0.00881668
4209,1990$/ton-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_freight,Domestic Ship,BEV,2050,0.00855879
4210,1990$/ton-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_freight,Domestic Ship,BEV,2055,0.00838082
4211,1990$/ton-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_freight,Domestic Ship,BEV,2060,0.00821826
4212,1990$/ton-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_freight,Domestic Ship,BEV,2065,0.00807786
4213,1990$/ton-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_freight,Domestic Ship,BEV,2070,0.00798578
4214,1990$/ton-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_freight,Domestic Ship,BEV,2075,0.0079039
4215,1990$/ton-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_freight,Domestic Ship,BEV,2080,0.00783979
4216,1990$/ton-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_freight,Domestic Ship,BEV,2085,0.00778553
4217,1990$/ton-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_freight,Domestic Ship,BEV,2090,0.00773965
4218,1990$/ton-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_freight,Domestic Ship,BEV,2095,0.00770194
4219,1990$/ton-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_freight,Domestic Ship,BEV,2100,0.00767572
4220,1990$/ton-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_freight,Domestic Ship,FCEV,2005,0.0024365
4221,1990$/ton-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_freight,Domestic Ship,FCEV,2010,0.0024365
4222,1990$/ton-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_freight,Domestic Ship,FCEV,2015,0.0024365
4223,1990$/ton-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_freight,Domestic Ship,FCEV,2020,0.00977338
4224,1990$/ton-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_freight,Domestic Ship,FCEV,2025,0.010414
4225,1990$/ton-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_freight,Domestic Ship,FCEV,2030,0.0104865
4226,1990$/ton-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_freight,Domestic Ship,FCEV,2035,0.0103522
4227,1990$/ton-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_freight,Domestic Ship,FCEV,2040,0.010281
4228,1990$/ton-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_freight,Domestic Ship,FCEV,2045,0.0101529
4229,1990$/ton-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_freight,Domestic Ship,FCEV,2050,0.00995685
4230,1990$/ton-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_freight,Domestic Ship,FCEV,2055,0.00997003
4231,1990$/ton-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_freight,Domestic Ship,FCEV,2060,0.00999735
4232,1990$/ton-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_freight,Domestic Ship,FCEV,2065,0.0100259
4233,1990$/ton-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_freight,Domestic Ship,FCEV,2070,0.0100746
4234,1990$/ton-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_freight,Domestic Ship,FCEV,2075,0.0101292
4235,1990$/ton-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_freight,Domestic Ship,FCEV,2080,0.0101913
4236,1990$/ton-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_freight,Domestic Ship,FCEV,2085,0.0102261
4237,1990$/ton-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_freight,Domestic Ship,FCEV,2090,0.0102364
4238,1990$/ton-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_freight,Domestic Ship,FCEV,2095,0.0102257
4239,1990$/ton-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_freight,Domestic Ship,FCEV,2100,0.0101949
4240,1990$/ton-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_freight,Domestic Ship,Hybrid Liquids,2005,0.00333512
4241,1990$/ton-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_freight,Domestic Ship,Hybrid Liquids,2010,0.00474577
4242,1990$/ton-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_freight,Domestic Ship,Hybrid Liquids,2015,0.00511814
4243,1990$/ton-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_freight,Domestic Ship,Hybrid Liquids,2020,0.00547202
4244,1990$/ton-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_freight,Domestic Ship,Hybrid Liquids,2025,0.006034
4245,1990$/ton-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_freight,Domestic Ship,Hybrid Liquids,2030,0.00637989
4246,1990$/ton-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_freight,Domestic Ship,Hybrid Liquids,2035,0.00646729
4247,1990$/ton-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_freight,Domestic Ship,Hybrid Liquids,2040,0.00662287
4248,1990$/ton-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_freight,Domestic Ship,Hybrid Liquids,2045,0.00674667
4249,1990$/ton-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_freight,Domestic Ship,Hybrid Liquids,2050,0.0067452
4250,1990$/ton-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_freight,Domestic Ship,Hybrid Liquids,2055,0.00687698
4251,1990$/ton-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_freight,Domestic Ship,Hybrid Liquids,2060,0.00719351
