,Units,scenario,region,sector,subsector,technology,Year,value
464,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Car,Liquids,2025,0.0869046
465,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Car,Liquids,2030,0.0927461
466,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Car,Liquids,2035,0.0961001
467,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Car,Liquids,2040,0.100395
468,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Car,Liquids,2045,0.104139
469,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Car,Liquids,2050,0.10812
470,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Car,Liquids,2055,0.108411
471,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Car,Liquids,2060,0.109379
472,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Car,Liquids,2065,0.111138
473,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Car,Liquids,2070,0.114271
474,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Car,Liquids,2075,0.116967
475,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Car,Liquids,2080,0.119165
476,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Car,Liquids,2085,0.121685
477,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Car,Liquids,2090,0.124473
478,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Car,Liquids,2095,0.127594
479,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Car,Liquids,2100,0.131537
480,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Car,NG,2005,0.0910212
481,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Car,NG,2010,0.0973711
482,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Car,NG,2015,0.101484
483,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Car,NG,2020,0.0934348
484,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Car,NG,2025,0.0997215
485,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Car,NG,2030,0.10609
486,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Car,NG,2035,0.110475
487,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Car,NG,2040,0.115754
488,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Car,NG,2045,0.12059
489,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Car,NG,2050,0.12611
490,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Car,NG,2055,0.126764
491,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Car,NG,2060,0.127422
492,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Car,NG,2065,0.128205
493,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Car,NG,2070,0.129215
494,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Car,NG,2075,0.1304
495,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Car,NG,2080,0.131791
496,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Car,NG,2085,0.133351
497,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Car,NG,2090,0.135119
498,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Car,NG,2095,0.137212
499,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Car,NG,2100,0.139907
500,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2005,0.143993
501,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2010,0.148923
502,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2015,0.149235
503,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2020,0.150173
504,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2025,0.138663
505,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2030,0.126759
506,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2035,0.128185
507,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2040,0.130782
508,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2045,0.133171
509,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2050,0.13542
510,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2055,0.13495
511,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2060,0.134519
512,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2065,0.134146
513,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2070,0.133894
514,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2075,0.133669
515,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2080,0.133489
516,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2085,0.133334
517,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2090,0.133201
518,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2095,0.133088
519,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2100,0.133024
520,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2005,0.182686
521,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2010,0.184029
522,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2015,0.185343
523,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2020,0.206611
524,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2025,0.186807
525,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2030,0.165534
526,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2035,0.166947
527,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2040,0.166132
528,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2045,0.165193
529,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2050,0.16408
530,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2055,0.163718
531,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2060,0.163419
532,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2065,0.163094
533,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2070,0.162818
534,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2075,0.162584
535,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2080,0.162338
536,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2085,0.162028
537,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2090,0.161687
538,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2095,0.161268
539,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2100,0.161195
540,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,2005,0.109942
541,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,2010,0.116795
542,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,2015,0.119221
543,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,2020,0.118114
544,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,2025,0.121782
545,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,2030,0.124908
546,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,2035,0.126328
547,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,2040,0.128711
548,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,2045,0.130987
549,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,2050,0.132845
550,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,2055,0.132607
551,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,2060,0.132877
552,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,2065,0.133715
553,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,2070,0.135615
554,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,2075,0.137196
555,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,2080,0.138381
556,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,2085,0.139839
557,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,2090,0.141508
558,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,2095,0.143408
559,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,2100,0.146396
560,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,2005,0.0963762
561,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,2010,0.106
562,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,2015,0.10968
563,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,2020,0.0843766
564,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,2025,0.0886046
565,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,2030,0.0921315
566,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,2035,0.0933047
567,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,2040,0.0948444
568,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,2045,0.0960957
569,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,2050,0.0968816
570,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,2055,0.0971323
571,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,2060,0.0979675
572,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,2065,0.0994846
573,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,2070,0.102187
574,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,2075,0.104513
575,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,2080,0.106409
576,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,2085,0.108582
577,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,2090,0.110987
578,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,2095,0.113679
579,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,2100,0.117081
580,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Large Car and Truck,NG,2005,0.102463
581,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Large Car and Truck,NG,2010,0.106874
582,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Large Car and Truck,NG,2015,0.109098
583,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Large Car and Truck,NG,2020,0.0907161
584,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Large Car and Truck,NG,2025,0.0950507
585,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Large Car and Truck,NG,2030,0.0987209
586,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Large Car and Truck,NG,2035,0.100614
587,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Large Car and Truck,NG,2040,0.102662
588,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Large Car and Truck,NG,2045,0.10451
589,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Large Car and Truck,NG,2050,0.106241
590,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Large Car and Truck,NG,2055,0.106805
591,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Large Car and Truck,NG,2060,0.107373
592,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Large Car and Truck,NG,2065,0.108048
593,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Large Car and Truck,NG,2070,0.10892
594,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Large Car and Truck,NG,2075,0.109942
595,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Large Car and Truck,NG,2080,0.111142
596,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Large Car and Truck,NG,2085,0.112487
597,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Large Car and Truck,NG,2090,0.114012
598,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Large Car and Truck,NG,2095,0.115818
599,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Large Car and Truck,NG,2100,0.118143
600,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Mini Car,BEV,2005,0.0614287
601,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Mini Car,BEV,2010,0.065796
602,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Mini Car,BEV,2015,0.0670406
603,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Mini Car,BEV,2020,0.0713813
604,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Mini Car,BEV,2025,0.0678227
605,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Mini Car,BEV,2030,0.0640725
606,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Mini Car,BEV,2035,0.0662079
607,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Mini Car,BEV,2040,0.069215
608,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Mini Car,BEV,2045,0.0718418
609,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Mini Car,BEV,2050,0.0749133
610,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Mini Car,BEV,2055,0.0745469
611,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Mini Car,BEV,2060,0.0742118
612,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Mini Car,BEV,2065,0.0739212
613,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Mini Car,BEV,2070,0.0737254
614,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Mini Car,BEV,2075,0.0735502
615,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Mini Car,BEV,2080,0.07341
616,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Mini Car,BEV,2085,0.0732897
617,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Mini Car,BEV,2090,0.0731859
618,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Mini Car,BEV,2095,0.0730982
619,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Mini Car,BEV,2100,0.0730478
620,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Mini Car,FCEV,2005,0.08612
621,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Mini Car,FCEV,2010,0.0887705
622,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Mini Car,FCEV,2015,0.0911297
623,1990$/pass-km,"SSP1GCAM_SSP1,date=2023-23-11T16:32:58+06:015",Africa_Western,trn_pass_road_LDV_4W,Mini Car,FCEV,2020,0.109609
