Year,industry
2005,9.793790000000001
2010,12.5776
2015,11.732520000000001
2020,13.08276121253978
2025,14.511582947028401
2030,15.7612675980643
2035,16.901969517156
2040,17.946166568243
2045,18.835398648616
2050,19.5200964269131
2055,20.00685297327732
2060,20.2807588017849
2065,20.3315405614027
2070,20.283568298585998
2075,20.154634632441997
2080,19.94732919143
2085,19.680525660236
2090,19.375748644096003
2095,19.051085468733998
2100,18.705619649492597
