,region,scenario,technology,Year,value
42,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",electricity,2015,2.1685749999999997
43,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",electricity,2020,3.239248
44,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",electricity,2025,4.6338631
45,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",electricity,2030,6.352341999999999
46,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",electricity,2035,8.686211700000001
47,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",electricity,2040,11.883367199999999
48,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",electricity,2045,16.1960461
49,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",electricity,2050,21.670438
50,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",electricity,2055,27.68306266
51,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",electricity,2060,33.3618046
52,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",electricity,2065,38.62001
53,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",electricity,2070,43.4624836
54,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",electricity,2075,47.793789499999995
55,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",electricity,2080,51.631649700000004
56,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",electricity,2085,54.991312699999995
57,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",electricity,2090,57.875155
58,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",electricity,2095,60.246647100000004
59,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",electricity,2100,62.2649375
60,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",gas,2005,6.5256135
61,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",gas,2010,7.050002908000001
62,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",gas,2015,10.83827137
63,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",gas,2020,16.808140599743357
64,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",gas,2025,23.91168654027844
65,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",gas,2030,35.94087406029895
66,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",gas,2035,52.22258667807567
67,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",gas,2040,74.18771219564724
68,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",gas,2045,104.60940169518521
69,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",gas,2050,144.71495724668975
70,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",gas,2055,191.68374552643655
71,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",gas,2060,246.10007781826712
72,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",gas,2065,304.2541815027233
73,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",gas,2070,365.19038013169575
74,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",gas,2075,425.69954867340755
75,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",gas,2080,482.6376518415309
76,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",gas,2085,533.1090265670506
77,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",gas,2090,574.5387303746156
78,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",gas,2095,604.2590162391206
79,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",gas,2100,626.7084306697532
80,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",hydrogen,2025,0.063869466
81,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",hydrogen,2030,0.37274198199999997
82,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",hydrogen,2035,0.9393942139999999
83,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",hydrogen,2040,1.834496933
84,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",hydrogen,2045,3.0125492400000007
85,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",hydrogen,2050,4.3261193669999995
86,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",hydrogen,2055,5.8923623780000005
87,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",hydrogen,2060,7.738913146300001
88,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",hydrogen,2065,9.8020488929
89,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",hydrogen,2070,12.1058657658
90,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",hydrogen,2075,14.5921764073
91,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",hydrogen,2080,17.190137885400002
92,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",hydrogen,2085,19.9080007
93,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",hydrogen,2090,22.7512367
94,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",hydrogen,2095,25.7195075
95,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",hydrogen,2100,28.9050331
96,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",refined liquids,2005,22.964938055
97,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",refined liquids,2010,26.153060427
98,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",refined liquids,2015,34.93527194
99,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",refined liquids,2020,44.85055475300001
100,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",refined liquids,2025,55.458369633
101,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",refined liquids,2030,68.56314882127111
102,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",refined liquids,2035,83.68699138032375
103,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",refined liquids,2040,103.7804707602085
104,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",refined liquids,2045,130.18925857705122
105,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",refined liquids,2050,164.8346083329717
106,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",refined liquids,2055,206.7302262810075
107,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",refined liquids,2060,255.18272287489452
108,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",refined liquids,2065,306.1430857160944
109,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",refined liquids,2070,357.62732516748946
110,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",refined liquids,2075,407.8218875754909
111,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",refined liquids,2080,457.8493053163558
112,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",refined liquids,2085,511.1462186432256
113,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",refined liquids,2090,566.1626878668151
114,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",refined liquids,2095,621.5712460957757
115,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",refined liquids,2100,677.034837922961
116,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",c coal,2005,5.228485200000001
117,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",c coal,2010,5.966865800000001
118,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",c coal,2015,9.994438600000002
119,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",c coal,2020,14.915388457000002
120,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",c coal,2025,18.64012856
121,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",c coal,2030,21.657011255999997
122,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",c coal,2035,24.028434349999998
123,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",c coal,2040,26.144469439
124,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",c coal,2045,28.224172968799998
125,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",c coal,2050,30.392132838000002
126,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",c coal,2055,32.55198754875
127,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",c coal,2060,34.870383267200005
128,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",c coal,2065,37.7975322902
129,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",c coal,2070,40.72803219131
130,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",c coal,2075,43.319075483618
131,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",c coal,2080,41.678897139766
132,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",c coal,2085,41.1092059934679
133,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",c coal,2090,40.6797000176033
134,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",c coal,2095,40.63458498486871
135,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",c coal,2100,40.6234485205204
136,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",d biomass,2005,3.6122198999999924
137,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",d biomass,2010,0.3608891560000018
138,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",d biomass,2015,-2.8217229400000066
139,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",d biomass,2020,-6.194954829999989
140,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",d biomass,2025,-8.821485329999996
141,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",d biomass,2030,-12.846866090000004
142,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",d biomass,2035,-17.120446010000002
143,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",d biomass,2040,-25.62163427
144,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",d biomass,2045,-39.28717342
145,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",d biomass,2050,-52.66031797699999
146,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",d biomass,2055,-62.407012336999976
147,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",d biomass,2060,-67.39873393839999
148,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",d biomass,2065,-70.37557112424001
149,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",d biomass,2070,-69.83092439432001
150,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",d biomass,2075,-67.85075727698602
151,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",d biomass,2080,-65.4374341389968
152,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",d biomass,2085,-63.313935595895096
153,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",d biomass,2090,-62.01221328962022
154,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",d biomass,2095,-61.490543898121196
155,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",d biomass,2100,-61.0997937470805
156,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",electricity,2005,6.8632928
157,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",electricity,2010,8.782482700000001
158,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",electricity,2015,8.841602700000001
159,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",electricity,2020,9.266126080000001
160,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",electricity,2025,10.46412583
161,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",electricity,2030,11.20982849
162,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",electricity,2035,12.04812516
163,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",electricity,2040,12.83933951
164,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",electricity,2045,13.363548710999998
165,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",electricity,2050,13.589856107000001
166,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",electricity,2055,13.738432043100001
167,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",electricity,2060,13.8181987
168,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",electricity,2065,13.7988627
169,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",electricity,2070,13.7195306
170,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",electricity,2075,13.5828553
171,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",electricity,2080,13.376566500000001
172,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",electricity,2085,13.125343699999998
173,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",electricity,2090,12.84694789
174,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",electricity,2095,12.55352019
175,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",electricity,2100,12.25412791
176,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",gas,2005,8.702866290000001
177,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",gas,2010,12.493372469999999
178,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",gas,2015,18.835821129999992
179,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",gas,2020,28.855922280786004
180,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",gas,2025,37.748202062687
181,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",gas,2030,47.30042797281711
182,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",gas,2035,56.8468588322494
183,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",gas,2040,65.35299650950599
184,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",gas,2045,72.9098947368788
185,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",gas,2050,78.80526643832228
186,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",gas,2055,83.49700389189172
187,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",gas,2060,87.74806478942179
188,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",gas,2065,86.91297617506844
189,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",gas,2070,85.60904205838752
190,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",gas,2075,83.2497686745614
191,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",gas,2080,79.7061874874419
192,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",gas,2085,75.3929000354449
193,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",gas,2090,71.1581711756542
194,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",gas,2095,67.2827014404846
195,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",gas,2100,63.710111754322504
196,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",hydrogen,2025,0.73263055
197,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",hydrogen,2030,2.5986330129999997
198,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",hydrogen,2035,3.99749599
199,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",hydrogen,2040,4.644803985
200,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",hydrogen,2045,4.805724941
201,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",hydrogen,2050,4.732727433
202,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",hydrogen,2055,4.6146166222
203,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",hydrogen,2060,4.49523229674
204,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",hydrogen,2065,4.3499126701
205,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",hydrogen,2070,4.1839796977
206,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",hydrogen,2075,3.9995766313
207,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",hydrogen,2080,3.808257211100001
208,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",hydrogen,2085,3.6223149800000005
209,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",hydrogen,2090,3.45784437
210,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",hydrogen,2095,3.30712591
211,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",hydrogen,2100,3.1933537100000002
212,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",refined liquids,2005,73.30123708999999
213,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",refined liquids,2010,88.87406170999999
214,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",refined liquids,2015,103.57097249
215,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",refined liquids,2020,112.52107185594
216,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",refined liquids,2025,115.31929791076071
217,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",refined liquids,2030,115.17877176441206
218,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",refined liquids,2035,115.31267267632498
219,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",refined liquids,2040,118.04765401863418
220,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",refined liquids,2045,124.38522564811159
221,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",refined liquids,2050,130.97625309503212
222,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",refined liquids,2055,138.88707886414784
223,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",refined liquids,2060,145.45913965702613
224,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",refined liquids,2065,151.05010553807742
225,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",refined liquids,2070,154.91759902583772
226,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",refined liquids,2075,158.37839402273133
227,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",refined liquids,2080,162.17187216724903
228,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",refined liquids,2085,165.76045979943493
229,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",refined liquids,2090,169.41332860657718
230,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",refined liquids,2095,173.26062432667607
231,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",refined liquids,2100,176.91076977440153
232,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",c coal,2005,1196.88334
233,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",c coal,2010,1634.42581
234,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",c coal,2015,1833.2726286200004
235,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",c coal,2020,2207.86552
236,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",c coal,2025,2481.4942
237,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",c coal,2030,2618.4684959999995
238,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",c coal,2035,2649.066760000796
239,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",c coal,2040,2622.8274510009733
240,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",c coal,2045,2561.350073000468
241,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",c coal,2050,2463.662715100242
242,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",c coal,2055,2353.675851800522
243,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",c coal,2060,2242.8142161007663
244,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",c coal,2065,2145.300007130621
245,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",c coal,2070,2063.858052280336
246,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",c coal,2075,1950.3207157892564
247,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",c coal,2080,1679.4695231113321
248,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",c coal,2085,1465.6917175809597
249,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",c coal,2090,1300.4911900055804
250,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",c coal,2095,1168.1499148960936
251,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",c coal,2100,1047.5201038755754
252,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",d biomass,2005,210.44616800000003
253,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",d biomass,2010,361.55188159999994
254,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",d biomass,2015,428.4971525
255,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",d biomass,2020,495.8885944500001
256,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",d biomass,2025,418.81010593999997
257,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",d biomass,2030,288.67305305
258,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",d biomass,2035,169.40349998000008
259,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",d biomass,2040,81.23531792999998
260,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",d biomass,2045,-3.985463838999968
261,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",d biomass,2050,-76.23707750369996
262,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",d biomass,2055,-125.77986889769998
263,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",d biomass,2060,-149.0498943811
