Year,industry
2005,0.1508244
2010,0.1729384
2015,0.1503634
2020,0.18667440000000002
2025,0.24224849999999998
2030,0.2947573
2035,0.3657975
2040,0.44882259999999996
2045,0.538924
2050,0.651467
2055,0.7711640000000001
2060,0.8871020000000001
2065,1.0078909999999999
2070,1.129915
2075,1.2328431000000002
2080,1.3338736999999998
2085,1.4154731
2090,1.4794209
2095,1.5304915
2100,1.5458608
