Year,industry
2005,0.490634
2010,0.260084
2015,0.3429509
2020,0.4153134
2025,0.533914432621
2030,0.707695476702
2035,0.9819261208685999
2040,1.3631661198754998
2045,1.8289985183056
2050,2.3974072005559997
2055,3.072567815748
2060,3.876160201434
2065,4.797503344402
2070,5.835500211497
2075,6.961807906413
2080,8.162715299343
2085,9.411134519515
2090,10.677874513269
2095,11.955309395890001
2100,13.208936083156
