,Year,region,mode,technology,value
1329,2095,India,rail,Electric,0.1433549
1330,2095,India,rail,FCEV,0.106219
1333,2095,India,road,BEV,2.4400547499999994
1334,2095,India,road,FCEV,0.742525846
1338,2095,India,ship,BEV,0.005909924
1339,2095,India,ship,FCEV,0.0140916
1342,2095,South Asia,aviation,BEV,0.031683088
1345,2095,South Asia,rail,BEV,0.00415925
1346,2095,South Asia,rail,Electric,0.0196130721
1347,2095,South Asia,rail,FCEV,0.003971499999999999
1350,2095,South Asia,road,BEV,0.7205265399999999
1351,2095,South Asia,road,FCEV,0.24871986840000002
1355,2095,South Asia,ship,BEV,0.0038377033
1356,2095,South Asia,ship,FCEV,0.0026709790000000004
1359,2100,Africa_Western,aviation,BEV,0.594194872
1362,2100,Africa_Western,rail,BEV,0.00994082
1363,2100,Africa_Western,rail,Electric,0.0084951815
1364,2100,Africa_Western,rail,FCEV,0.013189
1367,2100,Africa_Western,road,BEV,2.37901666
1368,2100,Africa_Western,road,FCEV,0.997309502
1371,2100,Africa_Western,ship,BEV,0.007633643
1372,2100,Africa_Western,ship,FCEV,0.012118960000000002
1375,2100,Brazil,aviation,BEV,0.057353085
1378,2100,Brazil,rail,BEV,0.00966733
1379,2100,Brazil,rail,Electric,0.03233469
1380,2100,Brazil,rail,FCEV,0.0143405
1383,2100,Brazil,road,BEV,0.6378197700000001
1384,2100,Brazil,road,FCEV,0.21238278
1388,2100,Brazil,ship,BEV,0.004026433
1389,2100,Brazil,ship,FCEV,0.00650475
1392,2100,China,aviation,BEV,0.609814899
1395,2100,China,rail,BEV,0.287187
1396,2100,China,rail,Electric,0.28019449999999996
1397,2100,China,rail,FCEV,0.38472
1400,2100,China,road,BEV,0.63887921
1401,2100,China,road,FCEV,0.330001734
1405,2100,China,ship,BEV,0.08577585
1406,2100,China,ship,FCEV,0.0839146
1409,2100,India,aviation,BEV,0.716302589
1412,2100,India,rail,BEV,0.0753513
1413,2100,India,rail,Electric,0.1462488
1414,2100,India,rail,FCEV,0.11133
1417,2100,India,road,BEV,2.5342436200000003
1418,2100,India,road,FCEV,0.7646537049999999
1422,2100,India,ship,BEV,0.00626804
1423,2100,India,ship,FCEV,0.014088920000000001
1426,2100,South Asia,aviation,BEV,0.037480091
1429,2100,South Asia,rail,BEV,0.0046009399999999995
1430,2100,South Asia,rail,Electric,0.0243195347
1431,2100,South Asia,rail,FCEV,0.00439367
1434,2100,South Asia,road,BEV,0.7791570159999999
1435,2100,South Asia,road,FCEV,0.2700926926
1439,2100,South Asia,ship,BEV,0.0044058147999999995
1440,2100,South Asia,ship,FCEV,0.003106489
