,Year,region,mode,technology,value
1322,2095,China,ship,FCEV,0.857959
1325,2095,India,aviation,BEV,1.1935573
1328,2095,India,rail,BEV,0.0387807
1329,2095,India,rail,Electric,0.07732753
1330,2095,India,rail,FCEV,0.0518951
1333,2095,India,road,BEV,3.377610292
1334,2095,India,road,FCEV,0.318630234
1338,2095,India,ship,BEV,0.062307799999999997
1339,2095,India,ship,FCEV,0.09227755
1342,2095,South Asia,aviation,BEV,0.07383112
1345,2095,South Asia,rail,BEV,0.002149905
1346,2095,South Asia,rail,Electric,0.0147421824
1347,2095,South Asia,rail,FCEV,0.001527941
1350,2095,South Asia,road,BEV,0.7311357576999999
1351,2095,South Asia,road,FCEV,0.13472554957
1355,2095,South Asia,ship,BEV,0.049715470000000005
1356,2095,South Asia,ship,FCEV,0.07299520999999999
1359,2100,Africa_Western,aviation,BEV,1.2085332999999998
1362,2100,Africa_Western,rail,BEV,0.00366461
1363,2100,Africa_Western,rail,Electric,0.0066358811
1364,2100,Africa_Western,rail,FCEV,0.00423393
1367,2100,Africa_Western,road,BEV,1.717257669
1368,2100,Africa_Western,road,FCEV,0.5082520351
1371,2100,Africa_Western,ship,BEV,0.073283
1372,2100,Africa_Western,ship,FCEV,0.17868166
1375,2100,Brazil,aviation,BEV,0.07878452999999999
1378,2100,Brazil,rail,BEV,0.0092969
1379,2100,Brazil,rail,Electric,0.03867299
1380,2100,Brazil,rail,FCEV,0.0142504
1383,2100,Brazil,road,BEV,1.02392588
1384,2100,Brazil,road,FCEV,0.47961485
1388,2100,Brazil,ship,BEV,0.023074169999999998
1389,2100,Brazil,ship,FCEV,0.2352022
1392,2100,China,aviation,BEV,1.01851298
1395,2100,China,rail,BEV,0.223784
1396,2100,China,rail,Electric,0.20208379999999998
1397,2100,China,rail,FCEV,0.286005
1400,2100,China,road,BEV,0.74129723
1401,2100,China,road,FCEV,0.380145362
1405,2100,China,ship,BEV,0.6035269999999999
1406,2100,China,ship,FCEV,1.005283
1409,2100,India,aviation,BEV,1.3179680200000001
1412,2100,India,rail,BEV,0.0388749
1413,2100,India,rail,Electric,0.07529558
1414,2100,India,rail,FCEV,0.0519739
1417,2100,India,road,BEV,3.490655532
1418,2100,India,road,FCEV,0.3218500062
1422,2100,India,ship,BEV,0.0774257
1423,2100,India,ship,FCEV,0.13258395
1426,2100,South Asia,aviation,BEV,0.08570936000000001
1429,2100,South Asia,rail,BEV,0.00231109
1430,2100,South Asia,rail,Electric,0.016570729800000003
1431,2100,South Asia,rail,FCEV,0.001650369
1434,2100,South Asia,road,BEV,0.7651650905999999
1435,2100,South Asia,road,FCEV,0.14212727992000002
1439,2100,South Asia,ship,BEV,0.05389121
1440,2100,South Asia,ship,FCEV,0.08764386999999998
