,Units,scenario,region,sector,Year,value
0,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,H2 central production,2025,0.02321013
1,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,H2 central production,2030,0.11972474999999999
2,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,H2 central production,2035,0.34154576999999997
3,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,H2 central production,2040,0.68382943
4,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,H2 central production,2045,1.0406660100000003
5,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,H2 central production,2050,1.335899438
6,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,H2 central production,2055,1.5705829649999998
7,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,H2 central production,2060,1.787197917
8,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,H2 central production,2065,1.7303603599999997
9,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,H2 central production,2070,1.53419709
10,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,H2 central production,2075,1.21655632
11,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,H2 central production,2080,0.93769154
12,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,H2 central production,2085,0.7671201
13,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,H2 central production,2090,0.671496447
14,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,H2 central production,2095,0.6149106590000001
15,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,H2 central production,2100,0.571364836
16,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,N fertilizer,2025,0.00254138
17,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,N fertilizer,2030,0.00487139
18,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,N fertilizer,2035,0.009924829999999999
19,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,N fertilizer,2040,0.018801909999999998
20,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,N fertilizer,2045,0.03142704
21,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,N fertilizer,2050,0.044488814
22,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,N fertilizer,2055,0.057606429
23,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,N fertilizer,2060,0.0697577136
24,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,N fertilizer,2065,0.07820590329999999
25,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,N fertilizer,2070,0.083713046
26,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,N fertilizer,2075,0.087127471
27,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,N fertilizer,2080,0.089857299
28,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,N fertilizer,2085,0.094135261
29,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,N fertilizer,2090,0.101409515
30,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,N fertilizer,2095,0.111138477
31,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,N fertilizer,2100,0.12175934
32,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,cement,2025,0.0264866
33,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,cement,2030,0.1326661
34,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,cement,2035,0.48092799999999997
35,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,cement,2040,1.2118097
36,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,cement,2045,2.2706882000000004
37,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,cement,2050,3.34250502
38,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,cement,2055,4.46178338
39,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,cement,2060,5.484347594999999
40,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,cement,2065,6.156497519999999
41,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,cement,2070,6.54392596
42,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,cement,2075,6.775206300000001
43,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,cement,2080,6.9860814
44,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,cement,2085,7.2948233999999985
45,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,cement,2090,7.7522393
46,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,cement,2095,8.312003399999998
47,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,cement,2100,8.874992200000001
48,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,construction feedstocks,1975,0.03773
49,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,construction feedstocks,1990,0.0559129
50,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,construction feedstocks,2005,0.0648348
51,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,construction feedstocks,2010,0.0632492
52,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,construction feedstocks,2015,0.0753953
53,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,construction feedstocks,2020,0.0856365
54,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,construction feedstocks,2025,0.0952837
55,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,construction feedstocks,2030,0.106127
56,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,construction feedstocks,2035,0.119261
57,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,construction feedstocks,2040,0.133129
58,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,construction feedstocks,2045,0.148102
59,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,construction feedstocks,2050,0.163279
60,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,construction feedstocks,2055,0.176289
61,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,construction feedstocks,2060,0.186896
62,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,construction feedstocks,2065,0.195661
63,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,construction feedstocks,2070,0.201781
64,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,construction feedstocks,2075,0.206925
65,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,construction feedstocks,2080,0.211183
66,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,construction feedstocks,2085,0.214341
67,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,construction feedstocks,2090,0.216247
68,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,construction feedstocks,2095,0.21674
69,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,construction feedstocks,2100,0.215797
70,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,elec_biomass (IGCC CCS),2025,0.027969830999999997
71,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,elec_biomass (IGCC CCS),2030,0.089666392
72,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,elec_biomass (IGCC CCS),2035,0.270517171
73,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,elec_biomass (IGCC CCS),2040,0.652728749
74,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,elec_biomass (IGCC CCS),2045,1.160590359
75,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,elec_biomass (IGCC CCS),2050,1.7001915470000002
76,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,elec_biomass (IGCC CCS),2055,2.29370157
77,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,elec_biomass (IGCC CCS),2060,2.940999999
78,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,elec_biomass (IGCC CCS),2065,2.7824753136
79,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,elec_biomass (IGCC CCS),2070,1.9931301562
80,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,elec_biomass (IGCC CCS),2075,1.3731578525300001
81,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,elec_biomass (IGCC CCS),2080,1.0720241334100002
82,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,elec_biomass (IGCC CCS),2085,0.94038484779
83,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,elec_biomass (IGCC CCS),2090,0.9263648112900003
84,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,elec_biomass (IGCC CCS),2095,0.9457202925399999
85,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,elec_biomass (IGCC CCS),2100,1.08504627569
86,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,elec_biomass (conv CCS),2025,0.05894569
87,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,elec_biomass (conv CCS),2030,0.18006931
88,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,elec_biomass (conv CCS),2035,0.57006433
89,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,elec_biomass (conv CCS),2040,1.2494300600000001
90,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,elec_biomass (conv CCS),2045,1.7196461300000003
91,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,elec_biomass (conv CCS),2050,1.8699346849999998
92,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,elec_biomass (conv CCS),2055,2.093603449
93,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,elec_biomass (conv CCS),2060,2.432235136
94,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,elec_biomass (conv CCS),2065,1.5626626270000004
95,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,elec_biomass (conv CCS),2070,0.8496424054
96,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,elec_biomass (conv CCS),2075,0.5380224565
97,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,elec_biomass (conv CCS),2080,0.40576568874
98,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,elec_biomass (conv CCS),2085,0.33442486461000004
99,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,elec_biomass (conv CCS),2090,0.31515173598000007
100,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,elec_biomass (conv CCS),2095,0.3083135523
101,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,elec_biomass (conv CCS),2100,0.34618192924
102,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,elec_coal (IGCC CCS),2025,0.0063569258
103,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,elec_coal (IGCC CCS),2030,0.0150975444
104,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,elec_coal (IGCC CCS),2035,0.0318452209
105,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,elec_coal (IGCC CCS),2040,0.05867413430000001
106,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,elec_coal (IGCC CCS),2045,0.0810793624
107,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,elec_coal (IGCC CCS),2050,0.08684891488999999
108,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,elec_coal (IGCC CCS),2055,0.07563040498000001
109,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,elec_coal (IGCC CCS),2060,0.05518082548
110,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,elec_coal (IGCC CCS),2065,0.033679943193
111,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,elec_coal (IGCC CCS),2070,0.028569615677000004
112,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,elec_coal (IGCC CCS),2075,0.027074735344400004
113,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,elec_coal (IGCC CCS),2080,0.0264582880302
114,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,elec_coal (IGCC CCS),2085,0.026509018857800003
115,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,elec_coal (IGCC CCS),2090,0.0290292581892
116,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,elec_coal (IGCC CCS),2095,0.0319201021345
117,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,elec_coal (IGCC CCS),2100,0.0394313386239
118,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,elec_coal (conv pul CCS),2025,0.009595099999999999
119,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,elec_coal (conv pul CCS),2030,0.017873865
120,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,elec_coal (conv pul CCS),2035,0.029322827999999995
121,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,elec_coal (conv pul CCS),2040,0.044171313000000004
122,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,elec_coal (conv pul CCS),2045,0.05016105889999999
123,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,elec_coal (conv pul CCS),2050,0.04564033039999999
124,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,elec_coal (conv pul CCS),2055,0.0359631985
125,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,elec_coal (conv pul CCS),2060,0.0249697637
126,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,elec_coal (conv pul CCS),2065,0.015151686150000001
127,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,elec_coal (conv pul CCS),2070,0.012697880309999998
128,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,elec_coal (conv pul CCS),2075,0.011875269867999999
129,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,elec_coal (conv pul CCS),2080,0.011383777387
130,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,elec_coal (conv pul CCS),2085,0.011304854131
131,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,elec_coal (conv pul CCS),2090,0.012190651880999999
132,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,elec_coal (conv pul CCS),2095,0.013409788595000003
133,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,elec_coal (conv pul CCS),2100,0.016479660075999998
134,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,elec_gas (CC CCS),2025,0.05061075
135,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,elec_gas (CC CCS),2030,0.10547888
136,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,elec_gas (CC CCS),2035,0.16733077999999998
137,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,elec_gas (CC CCS),2040,0.24802992999999998
138,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,elec_gas (CC CCS),2045,0.32490478599999995
139,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,elec_gas (CC CCS),2050,0.36734261900000004
140,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,elec_gas (CC CCS),2055,0.37916795700000006
141,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,elec_gas (CC CCS),2060,0.358302728
142,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,elec_gas (CC CCS),2065,0.272130551
143,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,elec_gas (CC CCS),2070,0.21571676299999998
144,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,elec_gas (CC CCS),2075,0.186828422
145,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,elec_gas (CC CCS),2080,0.16948256200000006
146,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,elec_gas (CC CCS),2085,0.164584259
147,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,elec_gas (CC CCS),2090,0.17580514600000002
148,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,elec_gas (CC CCS),2095,0.19375906630000003
149,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,elec_gas (CC CCS),2100,0.24142782040000005
150,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,elec_refined liquids (CC CCS),2025,0.9773428000000001
151,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,elec_refined liquids (CC CCS),2030,1.1566316099999998
152,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,elec_refined liquids (CC CCS),2035,1.70856999
153,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,elec_refined liquids (CC CCS),2040,2.030434622
154,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,elec_refined liquids (CC CCS),2045,1.7168012990000001
155,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,elec_refined liquids (CC CCS),2050,1.410361703
156,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,elec_refined liquids (CC CCS),2055,1.1492904249999998
157,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,elec_refined liquids (CC CCS),2060,0.8696616639999999
158,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,elec_refined liquids (CC CCS),2065,0.5943075541999999
159,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,elec_refined liquids (CC CCS),2070,0.4565716508
160,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,elec_refined liquids (CC CCS),2075,0.3796741813000001
161,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,elec_refined liquids (CC CCS),2080,0.33256496163000004
162,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,elec_refined liquids (CC CCS),2085,0.30074609628000004
163,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,elec_refined liquids (CC CCS),2090,0.30059664674
164,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,elec_refined liquids (CC CCS),2095,0.30593080213999996
165,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,elec_refined liquids (CC CCS),2100,0.35303202940100004
166,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,other industrial feedstocks,1975,0.115429
167,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,other industrial feedstocks,1990,0.156596
168,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,other industrial feedstocks,2005,0.301801
169,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,other industrial feedstocks,2010,0.350265
170,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,other industrial feedstocks,2015,0.420665
171,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,other industrial feedstocks,2020,0.557829
172,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,other industrial feedstocks,2025,0.858793
173,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,other industrial feedstocks,2030,1.26067
174,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,other industrial feedstocks,2035,1.81603
175,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,other industrial feedstocks,2040,2.34853
176,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,other industrial feedstocks,2045,2.86846
177,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,other industrial feedstocks,2050,3.4997
178,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,other industrial feedstocks,2055,4.19611
179,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,other industrial feedstocks,2060,4.87074
180,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,other industrial feedstocks,2065,5.47656
181,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,other industrial feedstocks,2070,5.95713
182,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,other industrial feedstocks,2075,6.44173
183,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,other industrial feedstocks,2080,6.94296
184,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,other industrial feedstocks,2085,7.42974
185,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,other industrial feedstocks,2090,7.90318
186,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,other industrial feedstocks,2095,8.34335
187,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,other industrial feedstocks,2100,8.72557
188,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,refining,2025,0.0990713
189,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,refining,2030,0.6801463199999999
190,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,refining,2035,2.3757878599999995
191,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,refining,2040,4.514768720000001
192,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,refining,2045,6.657569596
193,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,refining,2050,9.051611999999999
194,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,refining,2055,11.378290595000003
195,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,refining,2060,13.449823108299999
196,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,refining,2065,14.777240510400002
197,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,refining,2070,15.250177188779999
198,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,refining,2075,14.973287367980005
199,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,refining,2080,14.203424360253
200,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,refining,2085,13.044562832868998
201,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,refining,2090,11.545850548384603
202,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,refining,2095,9.903100070472007
203,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Eastern,refining,2100,8.339684624914087
204,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Northern,H2 central production,2025,0.008565161
205,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Northern,H2 central production,2030,0.069501567
206,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Northern,H2 central production,2035,0.26899863599999996
207,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Northern,H2 central production,2040,0.49440982099999997
208,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Northern,H2 central production,2045,0.6324687840000002
209,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Northern,H2 central production,2050,0.740795074
210,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Northern,H2 central production,2055,0.8681316060000002
211,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Northern,H2 central production,2060,1.009577815
212,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Northern,H2 central production,2065,1.0775125
213,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Northern,H2 central production,2070,1.12080066
214,MTC,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Northern,H2 central production,2075,1.09993641
