,region,biomass,fossil fuel,industry,refined liquid
0,Africa_Western,8.820526356190001,24.061241135448007,230.3577284246339,4.795575331
1,Brazil,1.4986090948,11.865560635000001,106.92727853728002,1.398808562
2,China,47.580014569999996,187.20340855999996,707.4080973585001,0.23863733120000002
3,India,72.16640849590001,120.21828893419999,447.33692047739896,6.0677532880000005
4,South Asia,6.316489060097999,9.7712334422145,76.54419208067159,1.1848115729200002
