,region,biomass,fossil fuel,industry,refined liquid
0,Africa_Western,3.66337331,19.840108390599998,28.758904165274064,4.158945834
1,Brazil,3.169801932,16.198134130999996,52.2198870997,2.5066241999999996
2,China,28.36534358,54.81464979999999,479.7551445739999,0.362993294
3,India,10.807063843,16.967003165999998,118.551642323727,3.940502934000001
4,South Asia,1.1610855609100001,5.8849267582586995,12.166828951236,0.7941494632999999
