,region,Year,sector,value
109,Brazil,2030,trn_freight_road,0.004543760027400001
110,Brazil,2030,trn_pass,0.028971112
111,Brazil,2030,trn_pass_road,0.00433278
112,Brazil,2030,trn_pass_road_LDV,0.0275104
113,Brazil,2030,trn_pass_road_LDV_4W,0.10890908
114,Brazil,2050,agricultural energy use,0.18386848
115,Brazil,2050,aluminum,0.091557375
116,Brazil,2050,cement,0.035259922900000004
117,Brazil,2050,chemical energy use,0.19489667600000002
118,Brazil,2050,comm cooling,0.310836
119,Brazil,2050,comm heating,0.029353
120,Brazil,2050,comm others,1.24579
121,Brazil,2050,construction energy use,0.0010130826
122,Brazil,2050,desalinated water,0.000755815
123,Brazil,2050,industrial wastewater treatment,0.0317597
124,Brazil,2050,industrial water abstraction,0.00557847
125,Brazil,2050,industrial water treatment,0.0103895
126,Brazil,2050,iron and steel,0.2397153019
127,Brazil,2050,irrigation water abstraction,0.00689724
128,Brazil,2050,mining energy use,0.08771150600000002
129,Brazil,2050,municipal wastewater treatment,0.0328545
130,Brazil,2050,municipal water abstraction,0.00748521
131,Brazil,2050,municipal water distribution,0.0194366
132,Brazil,2050,municipal water treatment,0.0184567
133,Brazil,2050,other industrial energy use,1.71821146
134,Brazil,2050,resid cooling,0.244951
135,Brazil,2050,resid heating,0.0291525
136,Brazil,2050,resid others,1.32432
137,Brazil,2050,trn_aviation_intl,2.32641e-05
138,Brazil,2050,trn_freight,0.007774039999999999
139,Brazil,2050,trn_freight_road,0.12348706282000001
140,Brazil,2050,trn_pass,0.0488612
141,Brazil,2050,trn_pass_road,0.0186039
142,Brazil,2050,trn_pass_road_LDV,0.020766
143,Brazil,2050,trn_pass_road_LDV_4W,0.23163719
144,Brazil,2050,trn_shipping_intl,0.000201197
145,Brazil,2085,agricultural energy use,0.21371102999999997
146,Brazil,2085,aluminum,0.053496251
147,Brazil,2085,cement,0.02787073221
148,Brazil,2085,chemical energy use,0.1639611949283
149,Brazil,2085,comm cooling,0.229486
150,Brazil,2085,comm heating,0.028127
151,Brazil,2085,comm others,1.71043
152,Brazil,2085,construction energy use,0.0021591830000000003
153,Brazil,2085,desalinated water,0.000536857
154,Brazil,2085,industrial wastewater treatment,0.0347687
155,Brazil,2085,industrial water abstraction,0.00531904
156,Brazil,2085,industrial water treatment,0.00990634
157,Brazil,2085,iron and steel,0.17841562369999997
158,Brazil,2085,irrigation water abstraction,0.00703756
159,Brazil,2085,mining energy use,0.07651902199999999
160,Brazil,2085,municipal wastewater treatment,0.0324236
161,Brazil,2085,municipal water abstraction,0.00643999
162,Brazil,2085,municipal water distribution,0.0167196
163,Brazil,2085,municipal water treatment,0.0158794
164,Brazil,2085,other industrial energy use,3.15444341
165,Brazil,2085,resid cooling,0.229674
166,Brazil,2085,resid heating,0.0431266
167,Brazil,2085,resid others,1.51708
168,Brazil,2085,trn_aviation_intl,0.000680594
169,Brazil,2085,trn_freight,0.02558725
170,Brazil,2085,trn_freight_road,0.51032424
171,Brazil,2085,trn_pass,0.12026119999999998
172,Brazil,2085,trn_pass_road,0.0129991
173,Brazil,2085,trn_pass_road_LDV,0.0124599
174,Brazil,2085,trn_pass_road_LDV_4W,0.20525730999999997
175,Brazil,2085,trn_shipping_intl,0.003863
176,China,2030,agricultural energy use,0.39680121
177,China,2030,aluminum,1.3817424
178,China,2030,cement,0.443424
179,China,2030,chemical energy use,3.798663
180,China,2030,comm cooling,1.38378
181,China,2030,comm heating,0.350641
182,China,2030,comm others,4.74609
183,China,2030,construction energy use,0.326238801
184,China,2030,desalinated water,0.000367084
185,China,2030,industrial wastewater treatment,0.295124
186,China,2030,industrial water abstraction,0.0568576
187,China,2030,industrial water treatment,0.108324
188,China,2030,iron and steel,3.2969223954
189,China,2030,irrigation water abstraction,0.0913608
190,China,2030,mining energy use,0.438442484
191,China,2030,municipal wastewater treatment,0.131553
192,China,2030,municipal water abstraction,0.0328347
193,China,2030,municipal water distribution,0.0870161
194,China,2030,municipal water treatment,0.0827964
195,China,2030,other industrial energy use,7.7954669999999995
196,China,2030,resid cooling,1.1269
197,China,2030,resid heating,0.0402805
198,China,2030,resid others,6.86104
199,China,2030,trn_freight,0.3017539
200,China,2030,trn_freight_road,0.009930981776029999
201,China,2030,trn_pass,0.056960010000000005
202,China,2030,trn_pass_road,0.029099
203,China,2030,trn_pass_road_LDV,0.12864861
204,China,2030,trn_pass_road_LDV_4W,0.06792258
205,China,2050,agricultural energy use,0.6076837499999999
206,China,2050,aluminum,1.2064932000000002
207,China,2050,cement,0.34237011999999994
208,China,2050,chemical energy use,5.3917078
209,China,2050,comm cooling,1.26137
210,China,2050,comm heating,0.635449
211,China,2050,comm others,8.47838
212,China,2050,construction energy use,0.394275196
213,China,2050,desalinated water,0.000259349
214,China,2050,industrial wastewater treatment,0.375173
215,China,2050,industrial water abstraction,0.0598321
216,China,2050,industrial water treatment,0.113991
217,China,2050,iron and steel,3.45879402
218,China,2050,irrigation water abstraction,0.0872579
219,China,2050,mining energy use,0.5093122879999998
220,China,2050,municipal wastewater treatment,0.168392
221,China,2050,municipal water abstraction,0.034836
222,China,2050,municipal water distribution,0.0923165
223,China,2050,municipal water treatment,0.0878427
224,China,2050,other industrial energy use,12.012304499999999
225,China,2050,resid cooling,1.3943
