,sector,region,scenario,Year,value
896,industry,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2075,60616.99178237461
897,industry,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2080,61057.58427863342
898,industry,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2085,60915.159098161064
899,industry,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2090,60336.975315912125
900,industry,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2095,59364.585120337346
901,industry,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2100,58153.77175517711
902,industry,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2005,147.60795773034928
903,industry,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2010,199.12499947288387
904,industry,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2015,330.2248729151805
905,industry,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2020,1065.2749630066064
906,industry,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2025,1449.6886361593765
907,industry,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2030,1873.1321513692724
908,industry,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2035,2300.6910814505645
909,industry,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2040,2778.744851919782
910,industry,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2045,3330.075076406273
911,industry,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2050,3946.514287101591
912,industry,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2055,4634.309844158473
913,industry,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2060,5338.468394530861
914,industry,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2065,6009.158428994514
915,industry,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2070,6631.518337569621
916,industry,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2075,7212.898469783892
917,industry,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2080,7731.168553652956
918,industry,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2085,8186.262053203889
919,industry,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2090,8577.607139772565
920,industry,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2095,8910.17796486316
921,industry,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2100,9213.882308263632
922,refined liquids enduse,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2035,-1.2665802605253064e-06
923,refined liquids enduse,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2040,-4.3734680383491755e-07
924,refined liquids enduse,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2045,-5.254277330502053e-06
925,refined liquids enduse,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2050,-6.086571400371634e-07
926,refined liquids enduse,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2055,-1.2995573168910988e-05
927,refined liquids enduse,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2060,-1.92563051453665e-05
928,refined liquids enduse,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2070,-2.226973647363613e-05
929,refined liquids enduse,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2085,-2.1061532795318363e-05
930,refined liquids enduse,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2095,-1.9042990893358775e-05
931,refined liquids enduse,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2100,-6.4556877840966825e-06
932,refined liquids enduse,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2010,-4.149635848135604e-06
933,refined liquids enduse,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2015,-3.1469920345544904e-06
934,refined liquids enduse,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2025,-2.0222411455359798e-05
935,refined liquids enduse,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2040,-2.059136895911922e-05
936,refined liquids enduse,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2055,-4.274069441868347e-05
937,refined liquids enduse,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2060,-1.8183167156771767e-05
938,refined liquids enduse,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2075,-6.659420817124611e-06
939,refined liquids enduse,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2080,-0.00010347047044240713
940,refined liquids enduse,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2095,-3.692028605849261e-05
941,refined liquids enduse,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2100,-0.00010887698163119936
942,refined liquids enduse,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2020,-4.97129390153645e-06
943,refined liquids enduse,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2055,-0.00011920429676729999
944,refined liquids enduse,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2060,-0.0001764158871656
945,refined liquids enduse,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2085,-6.267071462727642e-05
946,refined liquids enduse,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2095,-7.337858866445906e-05
947,refined liquids enduse,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2100,-7.677554414205228e-05
948,refined liquids enduse,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2045,-1.0809542408155696e-05
949,refined liquids enduse,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2050,-1.3211407229110961e-05
950,refined liquids enduse,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2060,-5.738484097098325e-05
951,refined liquids enduse,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2070,-1.375796313156353e-05
952,refined liquids enduse,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2075,-2.1615559808541068e-05
953,refined liquids enduse,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2090,-5.646238889103822e-05
954,refined liquids enduse,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2100,-9.419882377029729e-05
955,refined liquids enduse,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2035,-1.2936144951453531e-06
956,refined liquids enduse,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2060,-1.585169926439349e-06
957,refined liquids enduse,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2065,-1.4614064483845932e-06
958,refined liquids enduse,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2070,-2.4318752345051142e-06
959,refined liquids enduse,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2090,-3.4634256729224475e-07
960,refined liquids enduse,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2095,-1.0191927235630722e-06
961,refined liquids enduse,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2100,-1.669660514797134e-06
962,refined liquids industrial,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2020,-1.5980479743862176e-08
963,refined liquids industrial,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2025,-1.862416925579612e-07
964,refined liquids industrial,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2040,-8.746932314060286e-07
965,refined liquids industrial,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2060,-8.12375947283302e-06
966,refined liquids industrial,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2065,-3.705253332586711e-05
967,refined liquids industrial,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2075,-1.9690682829177532e-05
968,refined liquids industrial,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2080,-2.3327435657624775e-05
969,refined liquids industrial,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2085,-1.5645708851092207e-05
970,refined liquids industrial,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2095,-9.204069941291652e-05
971,refined liquids industrial,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2100,-0.00010006265641309263
972,refined liquids industrial,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2005,-1.175066805e-06
973,refined liquids industrial,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2015,-7.867468121182408e-06
974,refined liquids industrial,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2020,-1.0816309580444023e-05
975,refined liquids industrial,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2035,-1.094062178714002e-05
976,refined liquids industrial,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2040,-9.753807951609999e-06
977,refined liquids industrial,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2055,-4.8083232808782506e-05
978,refined liquids industrial,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2070,-1.0521617436551078e-05
979,refined liquids industrial,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2080,-3.135472299193564e-05
980,refined liquids industrial,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2085,-3.408522816940886e-05
981,refined liquids industrial,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2090,-1.699235522959955e-05
982,refined liquids industrial,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2005,-2.967926501730777e-07
983,refined liquids industrial,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2020,-3.441663992150291e-06
984,refined liquids industrial,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2030,-5.79847664036e-05
985,refined liquids industrial,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2040,-6.828199143239633e-06
986,refined liquids industrial,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2045,-3.312306456518613e-05
987,refined liquids industrial,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2050,-0.0001539172821899
988,refined liquids industrial,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2090,-2.0069216600893695e-05
989,refined liquids industrial,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2095,-6.359473356302406e-05
990,refined liquids industrial,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2005,-3.134608336077304e-08
991,refined liquids industrial,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2025,-5.040589785732931e-07
992,refined liquids industrial,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2035,-1.2533442765330683e-05
993,refined liquids industrial,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2045,-4.3238193035887867e-07
994,refined liquids industrial,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2050,-4.2682955011772695e-05
995,refined liquids industrial,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2080,-3.7280319076917966e-05
996,refined liquids industrial,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2090,-8.066051109445218e-05
997,refined liquids industrial,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2095,-8.109257489290074e-06
998,refined liquids industrial,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2020,-4.913576836684263e-09
999,refined liquids industrial,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2040,-4.878340470662541e-07
1000,refined liquids industrial,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2055,-1.7063832007819466e-06
1001,refined liquids industrial,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2060,-9.7752154340689e-07
1002,refined liquids industrial,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2075,-1.4118764573907744e-06
1003,refined liquids industrial,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2090,-5.195137262690865e-07
1004,refined liquids industrial,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2095,-1.189057620106417e-06
1005,refined liquids industrial,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2100,-1.001796212698994e-06
1006,transportation,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2005,981.8602310400025
1007,transportation,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2010,1176.348051850749
1008,transportation,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2015,1646.4018368000136
1009,transportation,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2020,2051.2418572038687
1010,transportation,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2025,2438.0940272727535
1011,transportation,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2030,2771.788459421468
1012,transportation,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2035,3054.1435616024683
1013,transportation,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2040,3433.0739148180724
1014,transportation,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2045,3958.7312138740035
1015,transportation,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2050,4647.313329868991
1016,transportation,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2055,5611.164925129904
1017,transportation,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2060,6824.439520112162
1018,transportation,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2065,8190.012759683082
1019,transportation,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2070,9669.915482467988
1020,transportation,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2075,11229.785542638385
1021,transportation,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2080,12837.521174472668
1022,transportation,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2085,14516.730449147874
1023,transportation,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2090,16255.750326757563
1024,transportation,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2095,18037.24206516696
1025,transportation,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2100,19792.82702605969
1026,transportation,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2005,2811.7963186577294
1027,transportation,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2010,3577.858477616545
1028,transportation,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2015,4167.351637506405
1029,transportation,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2020,4265.551626032771
1030,transportation,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2025,4245.446914920707
1031,transportation,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2030,4070.3987886323134
1032,transportation,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2035,3873.6714813744848
1033,transportation,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2040,3605.008754621855
1034,transportation,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2045,3319.1725818462264
1035,transportation,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2050,3028.9972321740775
1036,transportation,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2055,2955.0133621873497
1037,transportation,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2060,3018.0611418880267
1038,transportation,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2065,3125.9027256276954
1039,transportation,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2070,3331.524100586609
1040,transportation,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2075,3585.447322357299
1041,transportation,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2080,3868.5441730873004
1042,transportation,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2085,4145.375824439154
1043,transportation,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2090,4398.894266610873
1044,transportation,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2095,4632.7153575064885
1045,transportation,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2100,4841.589866193518
1046,transportation,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2005,8264.351497264768
1047,transportation,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2010,12232.176490399444
1048,transportation,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2015,16742.699117091503
1049,transportation,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2020,19860.25299444271
1050,transportation,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2025,21853.11337643055
1051,transportation,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2030,23142.703903487156
1052,transportation,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2035,23455.32883547386
1053,transportation,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2040,23435.94426217089
1054,transportation,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2045,23067.295711336592
1055,transportation,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2050,22393.781900855858
1056,transportation,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2055,21863.122284680605
1057,transportation,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2060,21579.70058961679
1058,transportation,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2065,21379.39217447019
1059,transportation,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2070,21346.67497605721
1060,transportation,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2075,21347.588843855952
1061,transportation,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2080,21475.31526192269
1062,transportation,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2085,21539.641102041685
1063,transportation,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2090,21534.025825646993
1064,transportation,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2095,21474.034179482078
1065,transportation,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2100,21399.051039252445
1066,transportation,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2005,2151.04979593018
1067,transportation,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2010,3558.512002038768
1068,transportation,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2015,4912.728143559919
1069,transportation,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2020,6022.954660845784
1070,transportation,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2025,6824.257741894782
1071,transportation,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2030,7460.27326014217
1072,transportation,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2035,7711.077540245115
1073,transportation,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2040,7837.962942960749
1074,transportation,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2045,8058.805950957679
1075,transportation,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2050,8478.09823610328
1076,transportation,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2055,9253.010341986086
1077,transportation,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2060,10189.484216776229
1078,transportation,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2065,11159.750362340328
1079,transportation,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2070,12117.658811570383
1080,transportation,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2075,12818.874511511789
1081,transportation,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2080,13532.52690549259
1082,transportation,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2085,14347.20432124199
1083,transportation,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2090,15243.876738163612
1084,transportation,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2095,16154.167450232806
1085,transportation,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2100,17045.75110171603
1086,transportation,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2005,317.96634514446254
1087,transportation,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2010,449.9853950425131
1088,transportation,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2015,635.6185836529472
1089,transportation,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2020,749.7408773812828
1090,transportation,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2025,840.2348924815526
1091,transportation,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2030,902.0570077705758
1092,transportation,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2035,924.8503895378554
1093,transportation,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2040,948.8450638378508
1094,transportation,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2045,998.6641221087712
1095,transportation,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2050,1079.855751426884
1096,transportation,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2055,1208.8597908299507
1097,transportation,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2060,1370.0364839711624
1098,transportation,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2065,1550.7607131143718
1099,transportation,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2070,1749.3904619187404
1100,transportation,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2075,1968.7450667048054
1101,transportation,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2080,2209.011582249385
1102,transportation,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2085,2461.993693047427
1103,transportation,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2090,2728.0607140108546
1104,transportation,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2095,3005.286759122347
1105,transportation,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2100,3285.3796789669086
