,sector,region,scenario,Year,value
0,,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2010,-2.388889255024956e-10
1,,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2020,-6.409449078047858e-11
2,,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2035,-9.117780997680972e-09
3,,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2040,-1.5327655858165014e-08
4,,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2065,-2.563976814904471e-07
5,,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2085,-1.7218339135e-06
6,,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2020,-4.693350829493653e-08
7,,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2035,-1.203493109e-06
8,,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2075,-7.551624313027753e-07
9,,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2080,-2.1077325706e-06
10,,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2085,-8.62997848249214e-08
11,,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2095,-1.4115491064e-06
12,,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2100,-9.408176696991734e-08
13,,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2005,-1.5340275083e-06
14,,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2025,-3.4425902815e-06
15,,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2030,-1.58979711066e-05
16,,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2035,-4.8053888971e-06
17,,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2050,-0.000121927914387
18,,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2060,-3.66559248081e-05
19,,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2080,-2.01440848463e-05
20,,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2085,-3.58146929206e-05
21,,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2095,-1.55815899502e-05
22,,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2010,-1.6831346386570769e-07
23,,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2015,-2.148165206753374e-07
24,,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2020,-3.51620792987108e-07
25,,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2035,-5.901238868378346e-07
26,,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2050,-8.2887227982e-06
27,,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2055,-3.4178096458e-06
28,,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2060,-6.0895230733e-06
29,,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2065,-7.4714577073e-06
30,,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2075,-2.84707648017e-05
31,,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2080,-7.3607782738e-06
32,,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2085,-1.06905610177e-05
33,,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2090,-1.8404343578e-06
34,,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2095,-1.10142337181e-05
35,,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2100,-1.3220372941e-06
36,,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2010,-9.726722443068471e-09
37,,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2015,-3.2287468615189417e-07
38,,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2025,-1.6044484055e-06
39,,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2030,-2.5168572462e-06
40,,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2045,-6.067995532e-06
41,,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2065,-2.7694936654e-06
42,,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2070,-3.8849831489e-06
43,,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2080,-6.372175933e-06
44,,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2085,-3.2959474412e-06
45,,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2100,-4.47688738041854e-07
46,H2 wholesale dispensing,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2025,0.023950403808975396
47,H2 wholesale dispensing,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2030,0.1366331850336197
48,H2 wholesale dispensing,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2035,0.4527717685363845
49,H2 wholesale dispensing,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2040,0.9568795458738091
50,H2 wholesale dispensing,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2045,1.5863099787611334
51,H2 wholesale dispensing,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2050,2.2990302565043925
52,H2 wholesale dispensing,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2055,3.0312346610347682
53,H2 wholesale dispensing,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2060,3.890489737388699
54,H2 wholesale dispensing,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2065,4.971542366726163
55,H2 wholesale dispensing,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2070,6.295383594423039
56,H2 wholesale dispensing,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2075,7.8626450634700555
57,H2 wholesale dispensing,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2080,9.570021452105836
58,H2 wholesale dispensing,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2085,11.321701202258074
59,H2 wholesale dispensing,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2090,13.067972613411175
60,H2 wholesale dispensing,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2095,14.720301465332001
61,H2 wholesale dispensing,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2100,16.292889328130396
62,H2 wholesale dispensing,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2025,0.1121195390334331
63,H2 wholesale dispensing,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2030,0.542347494983586
64,H2 wholesale dispensing,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2035,1.1346829586350258
65,H2 wholesale dispensing,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2040,1.7476338925932948
66,H2 wholesale dispensing,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2045,2.258447953712492
67,H2 wholesale dispensing,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2050,2.6358954255644003
68,H2 wholesale dispensing,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2055,2.8558737874440947
69,H2 wholesale dispensing,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2060,3.023285602211252
70,H2 wholesale dispensing,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2065,3.156721836644048
71,H2 wholesale dispensing,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2070,3.2412330407315295
72,H2 wholesale dispensing,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2075,3.3094982116443146
73,H2 wholesale dispensing,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2080,3.338315970139334
74,H2 wholesale dispensing,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2085,3.3438283633408106
75,H2 wholesale dispensing,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2090,3.337778408775677
76,H2 wholesale dispensing,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2095,3.3116766787424834
77,H2 wholesale dispensing,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2100,3.2875932652462203
78,H2 wholesale dispensing,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2025,0.3123076768552161
79,H2 wholesale dispensing,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2030,1.4537778259620042
80,H2 wholesale dispensing,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2035,3.5402219401573385
81,H2 wholesale dispensing,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2040,5.572406625486317
82,H2 wholesale dispensing,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2045,7.359189806231613
83,H2 wholesale dispensing,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2050,8.787200624368044
84,H2 wholesale dispensing,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2055,9.70810126342548
85,H2 wholesale dispensing,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2060,10.624917740038384
86,H2 wholesale dispensing,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2065,11.48195630772871
87,H2 wholesale dispensing,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2070,12.181197733417402
88,H2 wholesale dispensing,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2075,12.764365229451775
89,H2 wholesale dispensing,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2080,12.991424427809488
90,H2 wholesale dispensing,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2085,13.062014027760009
91,H2 wholesale dispensing,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2090,13.227071751371266
92,H2 wholesale dispensing,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2095,13.621231940488952
93,H2 wholesale dispensing,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2100,14.939691442336235
94,H2 wholesale dispensing,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2025,0.1385884914086943
95,H2 wholesale dispensing,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2030,0.6474073656207022
96,H2 wholesale dispensing,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2035,1.8647825185550335
97,H2 wholesale dispensing,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2040,3.3425940644355494
98,H2 wholesale dispensing,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2045,4.697887071559562
99,H2 wholesale dispensing,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2050,5.829612740477127
100,H2 wholesale dispensing,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2055,6.664291138200427
101,H2 wholesale dispensing,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2060,7.569155503620919
102,H2 wholesale dispensing,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2065,8.63696865338881
103,H2 wholesale dispensing,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2070,9.808074470742053
104,H2 wholesale dispensing,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2075,11.122638713767081
105,H2 wholesale dispensing,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2080,12.417890744039877
106,H2 wholesale dispensing,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2085,13.611485024192431
107,H2 wholesale dispensing,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2090,14.709594481338879
108,H2 wholesale dispensing,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2095,15.61451688573764
109,H2 wholesale dispensing,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2100,16.381026327208684
110,H2 wholesale dispensing,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2025,0.0096635061468283
111,H2 wholesale dispensing,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2030,0.0456920712738513
112,H2 wholesale dispensing,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2035,0.121764462505692
113,H2 wholesale dispensing,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2040,0.21372734200424331
114,H2 wholesale dispensing,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2045,0.3022589406268921
115,H2 wholesale dispensing,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2050,0.3715678566264893
116,H2 wholesale dispensing,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2055,0.42024078011507116
117,H2 wholesale dispensing,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2060,0.47122939840677147
118,H2 wholesale dispensing,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2065,0.5271709064198777
119,H2 wholesale dispensing,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2070,0.5901295486054491
120,H2 wholesale dispensing,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2075,0.6711790901703382
121,H2 wholesale dispensing,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2080,0.757577336216345
122,H2 wholesale dispensing,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2085,0.8614966862257911
123,H2 wholesale dispensing,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2090,0.9869808649543573
124,H2 wholesale dispensing,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2095,1.134122017787575
125,H2 wholesale dispensing,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2100,1.3229815301516055
126,agriculture,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2005,0.6664607378836944
127,agriculture,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2010,0.8837328754316842
128,agriculture,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2015,1.201244315703549
129,agriculture,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2020,1.5572344313013478
130,agriculture,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2025,2.526911315676289
131,agriculture,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2030,3.1870464250199873
132,agriculture,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2035,3.8269479585391974
133,agriculture,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2040,4.27624035163584
134,agriculture,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2045,4.65046450577575
135,agriculture,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2050,4.834595233266303
136,agriculture,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2055,5.03845130938238
137,agriculture,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2060,5.231138042079259
138,agriculture,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2065,5.4257641047101455
139,agriculture,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2070,5.598574308511529
140,agriculture,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2075,5.74474456434084
141,agriculture,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2080,5.867164779554768
142,agriculture,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2085,5.972202440169895
143,agriculture,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2090,6.063660584912849
144,agriculture,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2095,6.139120025692001
145,agriculture,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2100,6.193007610989876
146,agriculture,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2005,16.86669356637344
147,agriculture,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2010,19.00881941492941
148,agriculture,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2015,19.947601704585384
149,agriculture,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2020,20.425464039689945
150,agriculture,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2025,20.57563137302649
151,agriculture,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2030,19.651417192606832
152,agriculture,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2035,18.28194891159676
153,agriculture,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2040,16.864814314174915
154,agriculture,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2045,15.024937602667261
155,agriculture,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2050,13.293765261339887
156,agriculture,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2055,12.38955537255627
157,agriculture,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2060,11.995904621766057
158,agriculture,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2065,11.834564314450379
159,agriculture,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2070,11.776018749667683
160,agriculture,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2075,11.733972338621902
161,agriculture,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2080,11.683790990532168
162,agriculture,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2085,11.603934072519644
163,agriculture,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2090,11.491290140880404
164,agriculture,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2095,11.343623840814134
165,agriculture,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2100,11.19859895589621
166,agriculture,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2005,249.2980707789829
167,agriculture,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2010,283.9588400757643
168,agriculture,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2015,326.0731273381319
169,agriculture,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2020,337.8628500459472
170,agriculture,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2025,340.23275049010635
171,agriculture,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2030,328.7989589478009
172,agriculture,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2035,299.8701752761309
173,agriculture,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2040,267.23339941626176
174,agriculture,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2045,243.77965712590697
175,agriculture,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2050,226.05348918833243
176,agriculture,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2055,209.8635999824205
177,agriculture,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2060,194.99444310980888
178,agriculture,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2065,182.06510156269044
179,agriculture,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2070,171.44447778348922
180,agriculture,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2075,162.2338745836965
181,agriculture,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2080,154.46796454066134
182,agriculture,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2085,147.71105930699153
183,agriculture,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2090,141.82734216244432
184,agriculture,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2095,136.64476002307552
185,agriculture,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2100,132.51742327848777
186,agriculture,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2005,62.89992879174409
187,agriculture,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2010,68.57306998827005
188,agriculture,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2015,74.2048131373471
189,agriculture,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2020,77.81817026596282
190,agriculture,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2025,81.2785342629963
191,agriculture,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2030,81.17941377520141
192,agriculture,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2035,76.822547757752
193,agriculture,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2040,70.35551117959119
194,agriculture,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2045,64.80744272786015
195,agriculture,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2050,60.63303162636687
196,agriculture,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2055,58.15612337552506
197,agriculture,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2060,56.99927225972755
198,agriculture,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2065,56.51501961555322
199,agriculture,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2070,56.28045142635326
200,agriculture,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2075,55.62961217801252
201,agriculture,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2080,54.7430378353637
202,agriculture,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2085,53.85870976983844
203,agriculture,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2090,53.09531268360481
204,agriculture,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2095,52.37037823054031
205,agriculture,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2100,51.734052169763025
206,agriculture,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2005,5.0768607676825415
207,agriculture,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2010,4.676793725449533
208,agriculture,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2015,4.824736326057531
209,agriculture,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2020,5.243670201968724
210,agriculture,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2025,5.430621585583471
211,agriculture,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2030,5.391967594201283
212,agriculture,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2035,5.2088896360799115
213,agriculture,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2040,5.01257691357337
214,agriculture,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2045,4.745775326775632
215,agriculture,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2050,4.474896661350536
216,agriculture,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2055,4.333487178775718
217,agriculture,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2060,4.300000772603348
218,agriculture,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2065,4.312467209058163
219,agriculture,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2070,4.330833710987609
220,agriculture,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2075,4.344852875700981
221,agriculture,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2080,4.343587344510584
222,agriculture,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2085,4.343012167358096
223,agriculture,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2090,4.342601294870283
224,agriculture,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2095,4.344252473142033
225,agriculture,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2100,4.3639042625301245
226,backup_electricity,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2020,0.010209545468493324
227,backup_electricity,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2025,0.0744559248256879
228,backup_electricity,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2030,0.2616220576587093
229,backup_electricity,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2035,0.6372592261947859
230,backup_electricity,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2040,1.311071206064674
231,backup_electricity,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2045,2.3482450515675755
232,backup_electricity,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2050,3.955418887705559
233,backup_electricity,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2055,6.19621136451496
234,backup_electricity,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2060,8.880069381290967
235,backup_electricity,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2065,12.108964399601478
236,backup_electricity,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2070,15.055364678250116
237,backup_electricity,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2075,17.86037866892635
238,backup_electricity,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2080,20.477946962481465
239,backup_electricity,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2085,22.62352082408078
240,backup_electricity,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2090,24.526814088548054
241,backup_electricity,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2095,26.321978768821374
242,backup_electricity,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2100,27.840700736577727
243,backup_electricity,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2020,0.0435390622817695
244,backup_electricity,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2025,0.10018881104798359
245,backup_electricity,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2030,0.2453457271420047
246,backup_electricity,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2035,0.5045111737027271
247,backup_electricity,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2040,0.8270070570748105
248,backup_electricity,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2045,1.1273841843673058
249,backup_electricity,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2050,1.423872511106454
250,backup_electricity,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2055,1.6704647701869095
251,backup_electricity,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2060,1.865698615813142
252,backup_electricity,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2065,2.090327288348364
253,backup_electricity,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2070,2.2135872695803216
