,sector,region,scenario,Year,value
253,backup_electricity,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2050,5.082734352057685
254,backup_electricity,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2055,5.42302124004527
255,backup_electricity,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2060,5.374768255648462
256,backup_electricity,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2065,5.237057253764489
257,backup_electricity,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2070,5.01893617026278
258,backup_electricity,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2075,4.812744563463005
259,backup_electricity,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2080,4.653186317353215
260,backup_electricity,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2085,4.410705728251192
261,backup_electricity,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2090,4.043550518969742
262,backup_electricity,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2095,3.6422679946533907
263,backup_electricity,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2100,3.1983762901211494
264,backup_electricity,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2020,0.3997659329133588
265,backup_electricity,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2025,2.595466391579807
266,backup_electricity,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2030,10.17804937872486
267,backup_electricity,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2035,22.527241441430746
268,backup_electricity,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2040,34.9067306382328
269,backup_electricity,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2045,45.907132200695976
270,backup_electricity,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2050,51.46694880107954
271,backup_electricity,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2055,46.687683805362
272,backup_electricity,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2060,37.076068432242366
273,backup_electricity,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2065,31.107911973510134
274,backup_electricity,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2070,28.380460781085812
275,backup_electricity,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2075,26.81539027075486
276,backup_electricity,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2080,26.130427782192154
277,backup_electricity,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2085,25.119619007788668
278,backup_electricity,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2090,23.651009624313197
279,backup_electricity,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2095,21.75217166635313
280,backup_electricity,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2100,19.391279445732593
281,backup_electricity,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2020,0.2062818967177443
282,backup_electricity,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2025,2.2595404896286815
283,backup_electricity,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2030,9.805397483354144
284,backup_electricity,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2035,26.026096027996886
285,backup_electricity,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2040,41.1117417370608
286,backup_electricity,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2045,51.65551973541215
287,backup_electricity,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2050,56.42039115481739
288,backup_electricity,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2055,54.88020159315573
289,backup_electricity,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2060,50.70065338045604
290,backup_electricity,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2065,46.29689445257883
291,backup_electricity,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2070,41.90663204525098
292,backup_electricity,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2075,38.02406111609519
293,backup_electricity,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2080,35.400094930336074
294,backup_electricity,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2085,33.19863104177758
295,backup_electricity,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2090,30.835574242879545
296,backup_electricity,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2095,28.33413887273479
297,backup_electricity,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2100,25.7691033729793
298,backup_electricity,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2020,0.0123683824121778
299,backup_electricity,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2025,0.15942418965150998
300,backup_electricity,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2030,0.5957907192485123
301,backup_electricity,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2035,1.3681678632176135
302,backup_electricity,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2040,2.2155248191858083
303,backup_electricity,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2045,3.092664584203896
304,backup_electricity,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2050,3.7928336940909446
305,backup_electricity,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2055,4.093374840400315
306,backup_electricity,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2060,4.239763073097123
307,backup_electricity,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2065,4.383652450294649
308,backup_electricity,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2070,4.478239107585808
309,backup_electricity,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2075,4.561812262917737
310,backup_electricity,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2080,4.6230690139653845
311,backup_electricity,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2085,4.613819285854719
312,backup_electricity,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2090,4.521272546926796
313,backup_electricity,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2095,4.372145898976102
314,backup_electricity,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2100,4.178705703458718
315,building,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2005,48.888582086912095
316,building,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2010,48.307076159141474
317,building,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2015,52.820299291410734
318,building,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2020,66.97109703367707
319,building,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2025,67.12246808828709
320,building,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2030,78.52916229524176
321,building,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2035,93.42098772467548
322,building,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2040,114.01432300772296
323,building,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2045,134.12625296470262
324,building,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2050,146.991866136254
325,building,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2055,143.98112721146833
326,building,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2060,123.85715833624359
327,building,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2065,94.7281671567909
328,building,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2070,64.6409665842189
329,building,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2075,45.693986606951654
330,building,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2080,33.026154527497575
331,building,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2085,23.78182959736835
332,building,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2090,17.08907076052626
333,building,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2095,12.373867759805911
334,building,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2100,9.165066718312003
335,building,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2005,87.03638656916935
336,building,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2010,86.64298953842604
337,building,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2015,86.87181857800634
338,building,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2020,70.1796314356974
339,building,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2025,60.2318448903072
340,building,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2030,51.786986634063645
341,building,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2035,47.12183896391052
342,building,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2040,41.32154348547065
343,building,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2045,32.79110517882302
344,building,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2050,26.121147843211432
345,building,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2055,20.47563702909928
346,building,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2060,15.345228184274015
347,building,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2065,10.203281746541503
348,building,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2070,5.451553393385119
349,building,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2075,2.8995114958440857
350,building,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2080,1.4971803240957857
351,building,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2085,0.7370610711772976
352,building,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2090,0.34463968145484936
353,building,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2095,0.15060703012616364
354,building,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2100,0.06912239401248771
355,building,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2005,2057.201542205722
356,building,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2010,2338.110375108937
357,building,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2015,2802.1026878979196
358,building,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2020,2821.8656899729635
359,building,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2025,2046.2027796383597
360,building,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2030,1980.3225041799435
361,building,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2035,1947.102140380025
362,building,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2040,1925.0976387607068
363,building,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2045,1903.773467770521
364,building,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2050,1779.006235765702
365,building,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2055,1611.8336376958716
366,building,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2060,1399.0124772033298
367,building,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2065,1163.890771555363
368,building,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2070,973.3890557148269
369,building,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2075,810.3787047965192
370,building,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2080,648.9766375041181
371,building,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2085,488.8193212729356
372,building,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2090,339.71469381180725
373,building,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2095,207.0850859643443
374,building,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2100,109.49213385114687
375,building,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2005,475.6342652696412
376,building,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2010,594.3772374847018
377,building,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2015,618.5895940840082
378,building,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2020,672.0412381214322
379,building,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2025,576.2666361658565
380,building,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2030,533.6888656961413
381,building,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2035,479.6265093279762
382,building,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2040,409.09764860207406
383,building,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2045,331.10049438755897
384,building,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2050,265.64215103871726
385,building,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2055,208.56481519092077
386,building,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2060,155.69700383071236
387,building,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2065,112.1239842094559
388,building,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2070,81.6135728718423
389,building,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2075,60.92729525349903
390,building,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2080,45.733643624295546
391,building,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2085,34.05111781299901
392,building,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2090,24.34278530919478
393,building,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2095,16.642425006593903
394,building,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2100,11.034520408190069
395,building,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2005,33.7786029270783
396,building,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2010,39.569879251096054
397,building,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2015,50.31789648956927
398,building,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2020,61.462937586308804
399,building,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2025,66.47751857031908
400,building,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2030,80.19838441260318
401,building,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2035,92.53176384004124
402,building,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2040,104.68605561891233
403,building,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2045,125.14037399787884
404,building,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2050,141.22587371345438
405,building,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2055,152.4177403523053
406,building,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2060,156.7304537653407
407,building,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2065,154.6037580604371
408,building,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2070,149.5396713899967
409,building,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2075,143.8179323985604
410,building,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2080,135.97986812751552
411,building,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2085,126.60190700917775
412,building,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2090,115.74679770008589
413,building,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2095,104.00312583529103
414,building,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2100,92.93589731684655
415,csp_backup,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2020,2.60557266007e-05
416,csp_backup,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2025,4.89686995492e-05
417,csp_backup,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2030,0.0001115964492341
418,csp_backup,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2035,0.00017732259071
419,csp_backup,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2040,0.00022098324106360003
420,delivered biomass,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2005,-1.99999711804e-05
421,delivered biomass,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2015,-0.0001299998774871
422,delivered biomass,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2020,-6.99999941588e-05
423,delivered biomass,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2025,-0.0003600000177294
424,delivered biomass,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2030,-0.0004399975379196
425,delivered biomass,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2040,-0.0011999989387731
426,delivered biomass,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2045,-0.0002499997969461
427,delivered biomass,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2055,-0.0003199992722516
428,delivered biomass,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2065,-9.9999787455e-06
429,delivered biomass,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2070,-0.0002399990474175
430,delivered biomass,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2075,-8.00000257428e-05
431,delivered biomass,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2085,-9.99998872231e-05
432,delivered biomass,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2100,-1.99999926419e-05
433,delivered biomass,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2005,-0.0001200000000023
434,delivered biomass,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2010,-5.99999948432e-05
435,delivered biomass,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2015,-4.00000388134e-05
436,delivered biomass,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2020,-0.0001399998971321
437,delivered biomass,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2025,-4.00000108875e-05
438,delivered biomass,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2030,-1.99999955707e-05
439,delivered biomass,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2035,-2.99998826952e-05
440,delivered biomass,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2050,-0.0001000001078496
441,delivered biomass,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2060,-6.0000185783e-05
442,delivered biomass,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2070,-5.99996961722e-05
443,delivered biomass,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2075,-4.69998057221e-05
444,delivered biomass,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2015,-2.8999933784e-06
445,delivered biomass,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2025,-4.99999353201e-05
446,delivered biomass,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2035,-0.00060999858123
447,delivered biomass,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2055,-1.9999985296e-05
448,delivered biomass,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2015,-5.99999769971e-05
449,delivered biomass,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2020,-7.00000394808e-05
450,delivered biomass,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2035,-0.0001599998228032
451,delivered biomass,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2040,-0.0003999994373903
452,delivered biomass,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2060,-0.0001699997888477
453,delivered biomass,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2065,-0.0001399997396058
454,delivered biomass,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2090,-1.90000015316e-05
455,delivered biomass,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2095,-1.29999787767e-05
456,delivered biomass,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2005,-1.599998669e-06
457,delivered biomass,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2015,-8.9999855738e-06
458,delivered biomass,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2030,-6.9999900439e-06
459,delivered biomass,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2035,-4.0000014335e-06
460,delivered biomass,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2040,-1.59999891502e-05
461,delivered biomass,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2045,-1.49999855631e-05
462,delivered biomass,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2055,-8.0000045686e-06
463,delivered biomass,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2065,-1.9999958909e-06
464,delivered biomass,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2070,-1.09999856219e-05
465,delivered biomass,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2075,-5.0000065945e-06
466,delivered biomass,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2080,-1.39999408908e-05
467,delivered biomass,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2100,-1.1999985576e-06
468,delivered gas,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2010,-7.753788002599682e-24
469,delivered gas,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2025,-2.9037739613037217e-12
470,delivered gas,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2040,-2.961600573815466e-10
471,delivered gas,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2045,-1.9504004805459358e-09
472,delivered gas,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2050,-3.9428444566237615e-10
473,delivered gas,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2055,-6.89052617783058e-10
474,delivered gas,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2060,-8.548686348515768e-10
475,delivered gas,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2070,-3.1293831226036416e-10
476,delivered gas,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2085,-2.2019132381827477e-09
477,delivered gas,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2090,-7.402836724063055e-11
478,delivered gas,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2100,-3.9636455056243817e-10
479,delivered gas,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2010,-7.24212484823047e-10
480,delivered gas,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2015,-2.161509573805697e-09
481,delivered gas,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2025,-2.4459737338771753e-09
482,delivered gas,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2040,-6.857636569920827e-08
483,delivered gas,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2045,-1.668904803778402e-07
484,delivered gas,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2050,-6.53912418427237e-08
485,delivered gas,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2055,-2.6901658963665293e-09
486,delivered gas,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2060,-2.1680993997677997e-08
487,delivered gas,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2065,-3.92645737340761e-08
488,delivered gas,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2070,-3.6209004868789615e-08
489,delivered gas,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2095,-5.038482558961747e-10
490,delivered gas,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2100,-1.504946837192444e-11
491,delivered gas,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2005,-2.7612437837e-06
492,delivered gas,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2025,-2.2202989751e-06
493,delivered gas,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2035,-7.4729977458e-06
494,delivered gas,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2040,-3.8216615683e-06
495,delivered gas,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2045,-3.5564265649958615e-07
496,delivered gas,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2050,-2.2543725959e-06
497,delivered gas,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2055,-1.8465770011e-06
498,delivered gas,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2060,-7.7190633613e-06
499,delivered gas,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2065,-1.43330609826e-05
500,delivered gas,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2070,-1.8745724191e-06
501,delivered gas,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2075,-8.5481225372e-06
502,delivered gas,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2085,-8.259915483450892e-07
503,delivered gas,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2100,-1.778770038462778e-09
504,delivered gas,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2020,-4.308962549419416e-08
505,delivered gas,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2025,-2.3496333835045573e-08
506,delivered gas,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2045,-1.537308212383178e-08
507,delivered gas,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2050,-1.2011251216254386e-07
508,delivered gas,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2055,-2.5552608285825403e-08
509,delivered gas,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2060,-1.1837658219769199e-07
510,delivered gas,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2065,-5.150675553361481e-08
511,delivered gas,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2090,-1.805326815418709e-09
512,delivered gas,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2095,-1.7956324224889802e-10
513,delivered gas,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2005,-9.365465799631674e-11
514,delivered gas,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2020,-1.512811215544108e-07
