,sector,region,scenario,Year,value
128,H2 wholesale dispensing,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2095,0.5523468427826873
129,H2 wholesale dispensing,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2100,0.49428165730049994
130,agriculture,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2005,0.6664607378836944
131,agriculture,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2010,0.8837328754316842
132,agriculture,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2015,1.201244315703549
133,agriculture,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2020,1.5602202082570176
134,agriculture,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2025,2.173083853508354
135,agriculture,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2030,2.3121371487235063
136,agriculture,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2035,2.4164542675113796
137,agriculture,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2040,2.432162203141014
138,agriculture,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2045,2.363620983422042
139,agriculture,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2050,2.226238913245937
140,agriculture,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2055,2.1448651891580273
141,agriculture,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2060,2.087396601258149
142,agriculture,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2065,2.032816299393723
143,agriculture,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2070,1.9630637561601074
144,agriculture,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2075,1.8707971910541117
145,agriculture,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2080,1.7439169197426694
146,agriculture,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2085,1.5725755132631751
147,agriculture,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2090,1.3589858385238225
148,agriculture,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2095,1.1193149374122784
149,agriculture,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2100,0.8791702999621018
150,agriculture,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2005,16.86669356637344
151,agriculture,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2010,19.00881941492941
152,agriculture,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2015,19.947601704585384
153,agriculture,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2020,20.0672501284317
154,agriculture,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2025,19.522384138397328
155,agriculture,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2030,17.254787321868474
156,agriculture,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2035,14.48380992281107
157,agriculture,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2040,11.947541886453768
158,agriculture,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2045,9.072401760293733
159,agriculture,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2050,6.679580464119971
160,agriculture,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2055,5.160769303952396
161,agriculture,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2060,4.022559801497186
162,agriculture,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2065,2.887852857551487
163,agriculture,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2070,1.787152003199958
164,agriculture,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2075,1.1161780368857717
165,agriculture,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2080,0.6930008965488793
166,agriculture,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2085,0.42058741385557713
167,agriculture,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2090,0.24570355671461566
168,agriculture,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2095,0.1358924267621169
169,agriculture,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2100,0.07573599221311808
170,agriculture,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2005,249.2980707789829
171,agriculture,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2010,283.9588400757643
172,agriculture,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2015,326.0731273381319
173,agriculture,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2020,336.96143920594955
174,agriculture,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2025,324.6323992758033
175,agriculture,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2030,289.11047853072694
176,agriculture,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2035,228.0942096647787
177,agriculture,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2040,167.01386097285487
178,agriculture,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2045,127.30797369600377
179,agriculture,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2050,100.04965887550209
180,agriculture,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2055,76.38966013090007
181,agriculture,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2060,55.51779995656136
182,agriculture,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2065,39.235371884295574
183,agriculture,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2070,29.06327863910724
184,agriculture,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2075,22.535261643968276
185,agriculture,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2080,17.55315412053826
186,agriculture,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2085,13.619511140286644
187,agriculture,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2090,10.651511228960421
188,agriculture,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2095,8.452013711620786
189,agriculture,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2100,6.842708553562639
190,agriculture,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2005,62.89992879174409
191,agriculture,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2010,68.57306998827005
192,agriculture,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2015,74.2048133448394
193,agriculture,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2020,77.40805333923858
194,agriculture,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2025,80.88615063226415
195,agriculture,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2030,80.66832525521723
196,agriculture,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2035,74.86594835586462
197,agriculture,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2040,67.0208955903878
198,agriculture,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2045,60.026522027134625
199,agriculture,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2050,53.963062490061475
200,agriculture,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2055,49.148884857225056
201,agriculture,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2060,45.760509148825605
202,agriculture,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2065,43.02529917395044
203,agriculture,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2070,40.62433129342973
204,agriculture,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2075,38.038043106164125
205,agriculture,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2080,34.84790265148563
206,agriculture,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2085,30.878890871919772
207,agriculture,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2090,26.116277558446672
208,agriculture,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2095,21.031312031747685
209,agriculture,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2100,16.13560833055991
210,agriculture,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2005,5.0768607676825415
211,agriculture,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2010,4.676793725449533
212,agriculture,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2015,4.824736326057531
213,agriculture,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2020,5.155359013001603
214,agriculture,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2025,5.187870548890844
215,agriculture,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2030,4.918800144367982
216,agriculture,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2035,4.439643513137234
217,agriculture,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2040,3.9929145080938664
218,agriculture,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2045,3.5386338713209575
219,agriculture,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2050,3.060626453607867
220,agriculture,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2055,2.6848668495939343
221,agriculture,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2060,2.392626804123833
222,agriculture,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2065,2.1464012655740836
223,agriculture,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2070,1.9103401139047462
224,agriculture,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2075,1.6778095729851383
225,agriculture,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2080,1.4459191722955127
226,agriculture,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2085,1.2164093039154489
227,agriculture,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2090,0.9935046721417544
228,agriculture,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2095,0.7845860381136229
229,agriculture,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2100,0.595327682694378
230,backup_electricity,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2020,0.020858792612876903
231,backup_electricity,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2025,0.2488964898440419
232,backup_electricity,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2030,1.1281881414578767
233,backup_electricity,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2035,3.5230629485531946
234,backup_electricity,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2040,7.496238680910249
235,backup_electricity,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2045,12.577770926458014
236,backup_electricity,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2050,17.433503529910162
237,backup_electricity,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2055,20.995837002692916
238,backup_electricity,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2060,23.794037239495417
239,backup_electricity,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2065,26.035631566718724
240,backup_electricity,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2070,27.243569425400743
241,backup_electricity,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2075,27.940372025393824
242,backup_electricity,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2080,28.482302170721578
243,backup_electricity,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2085,28.74490648288217
244,backup_electricity,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2090,28.691389066305486
245,backup_electricity,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2095,28.366448618284856
246,backup_electricity,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2100,27.755462577044597
247,backup_electricity,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2020,0.0435610393349912
248,backup_electricity,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2025,0.289848299861616
249,backup_electricity,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2030,0.8908765884757708
250,backup_electricity,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2035,1.8665226745058785
251,backup_electricity,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2040,3.054856378795881
252,backup_electricity,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2045,4.152659771968729
